ID_CANDIDATO;UNIVERSIDAD;CARRERA;CONCLUIDO;BACHILLER;TITULO
159406;UNIVERSIDAD NACIONAL TORIBIO  RODRIGUEZ DE MENDOZA;DERECHO Y CIENCIAS POLITICAS;NO;NO;NO
159407;UNIVERSIDAD TORIBIO RODRIGUEZ DE MENDOZA;TURISMO Y ADMINISTRACION;SI;SI;SI
158136;UNIVERSIDAD SEÑOR DE SIPAN CHICLAYO LAMBAYEQUE;CARRERA PROFESIONAL DE DERECHO;NO;;
158138;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;EDUCACIÓN;SI;;SI
159190;UNIVERSIDAD SAN MARTÍN DE PORRES;CIENCIAS ECONOMICAS;SI;SI;SI
159191;UNIVERSIDAD NACIONAL TORIBIO RODRÍGUEZ DE MENDOZA DE AMAZONAS;INGENIERÍA AGROINDUSTRIAL;SI;SI;SI
159192;UNIVERSIDAD PARTICULAR DE CHICLAYO;CONTABILIDAD;SI;SI;SI
161235;UNIVERSIDAD NACIONAL DE CAJAMARCA;OBSTETRA;SI;SI;SI
161235;UNIVERSIDAD NACIONAL DE CAJAMARCA;OBSTETRA;SI;SI;SI
161236;UNIVERSIDAD NACIONAL DE TRUJILLO;FISICA;SI;SI;SI
158066;UNIVERSIDAD MAYOR DE SAN MARCOS;MNEDICINA HUMANA;SI;SI;SI
158066;UNIVERSIDAD MAYOR DE SAN MARCOS;MNEDICINA HUMANA;SI;SI;SI
158068;UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA;CIENCIAS POLITICAS - DERECHO;SI;SI;NO
160782;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;ECONOMIA;SI;SI;SI
160783;UNIVERSIDAD LOS ÁNGELES DE CHIMBOTE;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158432;ESCUELA MILITAR DE CHORRILLOS (EMICH);BACHILLER EN CIENCIAS MILITARES;SI;SI;SI
158433;UNIVERSIDAD NACIONAL DE ANCASH SANTIAGO ANTUNEZ DE MAYOLO;INGENIERIA CIVIL;NO;NO;NO
158434;UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN;LICENCIADO EN EDUCACION MATEMATICA Y FISICA;SI;SI;SI
158434;UNIVERSIDAD NACIONAL JOSÉ FAUSTINO SÁNCHEZ CARRIÓN;INGENIERIA PESQUERA;SI;SI;SI
158435;UNIVERSIDAD DE SAN MARTIN DE PORRES;CIENCIAS DE LA COMUNICACIÓN;SI;SI;SI
157898;UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE FILIAL HUARAZ;INGENIERÍA CIVIL;SI;SI;NO
157899;UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO;ECONOMÍA;SI;SI;SI
157900;UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO;CIENCIAS ADMINISTRATIVAS;NO;NO;NO
157901;UNIVERSIDAD CÉSAR VALLEJO;ADMINISTRACIÓN;SI;SI;SI
161625;UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159453;JOSE FAUSTINO SANCHEZ CARRION;SOCIOLOGIA;NO;NO;NO
159455;UNIVERSIDAD NACIONAL SANTIAGO ANTÚNEZ DE MAYOLO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159456;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159457;CATÓLICA DE LOS ÁNGELES DE CHIMBOTE;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
160201;UNIVERSIDAD SANTIAGO ANTUNEZ DE MAYOLO;INGENERIA AMBIENTAL;SI;SI;NO
160202;UNIVERSIDAD PRIVADA ANTENOR ORREGO;ARQUITECTURA URBANISMO Y ARTES;SI;SI;NO
160203;UNSCH;BIOLOGIA;SI;SI;SI
160204;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;;NO;NO;NO
158440;UNIVERCIDAD PRIVADA SAN PEDRO;MATEMÁTICA  FÍSICA Y COMPUTACIÓN;SI;SI;NO
160455;UNIVERSIDAD PRIVADA ANTENOR ORREGO;DERECHO;SI;SI;SI
160456;UNIVERSIDAD PRIVADA SAN PEDRO;DERECHO;SI;SI;SI
159524;UNIVERSIDAD PERUANA CAYETANO HEREDIA;MEDICINA HUMANA;SI;SI;SI
159525;UNIVERSIDAD DE SAN MARTÍN DE PORRES;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159526;UNIVERSIDAD NACIONAL DE TRUJILLO;EDUCACIÓN PRIMARIA;SI;SI;SI
159526;UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE;QUÍMICO FARMACÉUTICO;SI;SI;SI
160663;UNIVERSIDAD PARTICULAR RICARDO PALMA;INGENIERÍA ELECTRÓNICA;SI;SI;SI
160666;UNIVERSIDAD INCA GARCILAZO DE LA VEGA;PSICOLOGIA;SI;SI;NO
160664;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;DERECHO Y CIENCIA POLÍTICA;SI;SI;SI
159203;UNIVERSIDAD SAN PEDRO;FARMACIA Y BIOQUIMICA;NO;;
159206;UNIVERSIDAD NACIONAL DE ANCASH " SANTIAGO ANTUNEZ DE MAYOLO";CONTABILIDAD;SI;SI;SI
159207;ULADECH;DERECHO;SI;NO;NO
159386;UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO;ADMINISTRACION;SI;SI;SI
159388;UNIVERSIDAD SAN PEDRO;INGENIERIA INFORMATICA Y DE SISTEMAS;SI;SI;SI
159389;UNIVERSIDAD NACIONAL AGRARIA LA MOLINA;INGENIERÍA FORESTAL;NO;;
159389;UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS;ARQUITECTURA;NO;;
159390;UNIVERSIDAD NACIONAL DEL SANTA;EDUCACIÓN INICIAL;SI;SI;SI
159198;UNNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE;DERECHO Y CIENCIA POLÍTICA;SI;SI;SI
159199;UNIVERSIDAD CATÓLICA LOS ANGELES DE CHIMBOTE;CONTADOR PÚBLICO;SI;SI;SI
159199;UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE;BACHILLER EN CIENCIAS CONTABLES Y FINANCIERAS;SI;SI;
161601;UNIVERSIDAD SAN PEDRO;MEDICINA HUMANA;SI;SI;SI
160008;UNIVERSIDAD NACIONAL DE PIURA;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
160009;UNIVERSIDAD PRIVADA ANTENOR ORREGO;MEDICINA HUMANA;SI;SI;SI
160010;UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158051;UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO;INGENIERIA AMBIENTAL;SI;SI;SI
158051;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;;SI;SI;SI
158052;UNIVERSIDAD NACIONAL DEL SANTA;ENFERMERIA;NO;;
158053;UNIVERSIDAD SAN PEDRO;ADMINISTRACION;SI;SI;SI
158054;SAN PEDRO DE HUARAZ;CIENCIAS POLITICAS;NO;NO;NO
158232;UNIVERSIDAD LOS ANGELES DE CHIMBOTE (ULADECH);;SI;SI;SI
158234;UNIVERSIDAD NACIONAL DE TRUJILLO;DERECHO;SI;SI;SI
158235;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;DERECHO;NO;;
158235;UNIVERSIDAD CATOLICA DE TRUJILLO;EDUCACIÓN- CIENCIA Y TECNOLOGIA;NO;;
158236;UNIVERSIDAD LOS ANGELES DE CHIMBOTE;INGENIERÍA CIVIL;NO;;
161014;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;CIENCIAS ECONÓMICAS;NO;NO;NO
161015;UNIVERSIDAD PERUANA CAYETANO HEREDIA;ESTOMATOLOGIA;SI;SI;SI
161017;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
161491;NACIONAL DEL SANTA;EDUCACION;SI;SI;SI
159164;UNIVERSIDAD PRIVADA SAN PEDRO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159165;UNIVERSIDAD PRIVADA CESAR VALLEJO;DERECHO;SI;SI;SI
159166;UNIVERSIDAD CATOLICA DE CHIMBOTE - ULADECH;ADMINISTRACION;SI;SI;SI
159167;INCA GARCILASO DE LA VEGA ASOCIACION CIVIL;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159168;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;DERECHO Y CIENCIAS POLITICAS;SI;SI;NO
161026;UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE;INGENIERÍA CIVIL;SI;SI;SI
161026;UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE;CONTABILIDAD;NO;NO;NO
161027;UNIVERSIDAD NACIONAL DE TRUJILLO;LICENCIADO EN EDUCACIÓN SECUNDARIA - MATEMÁTICA;SI;SI;SI
161027;UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE;DERECHO;SI;SI;SI
158861;UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO;INGENIERIA AGRICOLA;SI;SI;SI
158862;UNIVERSIDAD PRIVADA SAN PEDRO;;SI;SI;SI
158863;UNIVERSIDAD INCA GARCILASO DE LA VEGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158864;UNIVERSIDAD SAN PEDRO;DERECHO;SI;SI;SI
161923;CATOLICA SEDE SAPIENTIAE;ADMINISTRACION DE EMPRESAS;NO;NO;NO
157848;UNIVERSIDAD NACIONAL MAYOR REAL PONTIFICIA DE SAN FRANCISCO XAVIER DE CHIQUISACA;MEDICINA HUMANA;SI;SI;SI
157849;UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS;INGENIERIA AGRO INDUSTRIAL;SI;SI;SI
157850;UNIVERSIDAD ALAS PERUANAS;CIENCIAS CONTABLES Y FINANCIERAS;SI;SI;SI
160692;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;EDUCACION;SI;SI;SI
160293;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;EDUCACIÓN;SI;SI;SI
160293;UNIVERSIDAD TECNOLOGICA DE LOS ANDES;DERECHO;SI;SI;SI
158899;UNIVERSIDAD TECNOLOGICA DE LOS ANDES;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158447;UNIVERSIDAD TECNOLOGICA DE LOS ANDES;;NO;;
160459;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;DERECHO;SI;SI;SI
160461;ALAS PERUANAS;DERECHO;NO;NO;NO
161328;UNIVERSIDAD MAYOR DE SAN MARCOS;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
161329;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;DERECHO;SI;SI;SI
161330;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;EDUCACIÓN;SI;SI;SI
161367;SAN LUIS GONZAGA;MEDICINA HUMANA;SI;SI;SI
161367;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;DERECHO;SI;SI;SI
159428;UNIVERSIDAD ANTONIO RUIZ DE MONTOYA;CIENCIA POLÍTICA;NO;NO;NO
159428;UNIVERSIDAD DEL PACIFICO;ECONOMÍA;NO;NO;NO
159429;SAN AGUSTIN DE AREQUIPA;;;SI;
159430;UNIVERSIDAD TECNOLÓGICA DEL PERU;ADMINISTRACIÓN DE EMPRESAS;SI;NO;NO
160282;UNIVIERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;CIENCIAS DE LA COMUNICACION;SI;SI;SI
160282;UNIVIERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;CIENCIAS DE LA COMUNICACION;SI;SI;SI
160282;UNIVIERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;CIENCIAS DE LA COMUNICACION;SI;SI;SI
160282;UNIVIERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;CIENCIAS DE LA COMUNICACION;SI;SI;SI
160284;UNIVERSIDAD NACIONAL MICAELA BASTIDAS DE APURIMAC;CIENCIA POLITICA Y GOBERNABILIDAD;SI;SI;NO
159350;UNIVERSIDAD ALAS PERUANAS;CONTADOR PÚBLICO;;;SI
159350;UNIVERSIDAD NACIONAL SAN CRISTÓBAL DE HUAMANGA;LICENCIADO EN EDUCACIÓN PRIMARIA;;;SI
159351;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;CIENCIAS CONTABLES;SI;SI;SI
159352;UNIVERSIDAD NACIONAL MICAELA BASTIDAS APURIMAC;INGENIERÍA CIVIL;SI;NO;NO
158513;UNIVERSIDAD TECNOLOGICA DE LOS ANDES;AGRONOMIA;SI;SI;SI
158513;UNIVERSIDAD TECNOLOGICA DE LOS ANDES;AGRONOMIA;SI;SI;SI
158361;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;DERECHO;NO;NO;NO
160004;MICAELA BASTIDAS DE APURIMAC;ADMINISTRACIÓN;NO;NO;NO
160168;UNIVERSIDAD CATOLICA DE SANTA MARIA;ASISTENTE SOCIAL;NO;NO;NO
160169;UNIVERSIDAD CATOLICA DE SANTA MARIA;DERECHO;SI;SI;SI
160170;UNIVERSIDAD CATOLICA DE SANTA MARIA;ARQUITECTURA;SI;SI;NO
160171;UNIVERSIDAD ALAS PERUANAS - FILIAL AREQUIPA;DERECHO;NO;;
160172;SAN LUIS GONZAGA DE ICA;CIRUJANO DENTISTA;SI;SI;SI
160173;UNIVERSIDAD CATOLICA DE SANTA MARIA;DERECHO;SI;SI;SI
157851;UNIVERSIDAD CATOLICA DE SANTA MARIA;DERECHO;SI;SI;SI
157851;UNIVERSIDAD CATÓLICA DE SANTA MARÍA;CIENCIAS DE LA EDUCACIÓN;SI;SI;NO
157852;UNIVERSIDAD CATOLICA SANTA MARIA;ODONTOLOGÍA;NO;NO;NO
157853;UNIVERSIDAD CATÓLICA DE  SANTA MARÍA;INGENIERIA AGRONOMICA;SI;SI;SI
157855;UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELÁSQUEZ;CONTABILIDAD;SI;NO;SI
157855;ALAS PERUANAS- FILIAL AREQUIPA;CIENCIAS CONTABLES Y FINANCIERAS;SI;SI;
157856;UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA;SOCIOLOGÍA;NO;NO;NO
158153;UNIVERSIDAD ALAS PERUANAS;DERECHO Y CIENCIAS POLÍTICAS;NO;;
158153;UNIVERSIDAD NACIONAL DE TRUJILLO;ECONOMÍA;SI;SI;SI
158154;INCA GARCILAZO DE LA VEGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158155;UNIVERSIDAD NESTOR CÁCERES VELÁSQUEZ;DERECHO;NO;NO;NO
158156;UNIVERSIDAD PARTICULAR SAN MARTIN DE PORRES;DERECHO Y CIENCIA POLITICA;SI;SI;SI
158156;ESCUELA MILITAR DE CHORRILLOS;CIENCIAS MILITARES;SI;SI;NO
158157;UNIVERSIDAD ALAS PERUANAS;DERECHO Y CIENCIAS POLÍTICAS;NO;NO;NO
159518;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;DERECHO;SI;SI;SI
159519;UNIVERSIDAD NACIONAL DEL ANTIPLANO;CIENCIAS DE LA EDUCACIÓN;SI;SI;NO
159520;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;INGENIERÍA QUÍMICA;SI;SI;SI
158871;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;EDUCACION;SI;SI;SI
158872;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;DERECHO;SI;;SI
158872;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;EDUCACION;SI;SI;
158873;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;DERECHO;SI;;SI
158873;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;PSICOLOGIA;NO;;NO
158874;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;SOCIOLOGIA;SI;SI;NO
158874;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;DERECHO;SI;SI;
158875;UNIVERSIDAD CATOLICA DE SANTA MARIA;DERECHO;SI;SI;SI
158448;UNIVERSIDAD CONTINENTAL;INGENIERÍA INDUSTRIAL;NO;NO;NO
158450;UNIVERSIDAD CATOLICA SANTA MARIA;MEDICINA VETERINARIO Y ZOOTECNIA;SI;SI;
160462;SAN LUIS GONZAGA DE ICA;INGENIERIA QUIMICA;SI;SI;NO
160463;UNIVERSIDAD CATOLICA DE SANTA MARIA;DERECHO;SI;SI;SI
160464;UNIVERSIDAD TÉCNICA DEL ALTIPLANO;ECONOMIA;SI;SI;NO
160465;JOSE CARLOS MARIATEGUI DE MOQUEGUA;INGENIERO AGRONOMO;SI;SI;SI
160466;SAN AGUSTIN;EDUCACION;SI;SI;SI
160467;UNIVERSIDAD NACIONAL SAN AGUSTIN;INGENIERIA GEOLOGICA;SI;SI;SI
158829;UNIVERSIDAD CATÓLICA DE SANTA MARÍA;DERECHO;SI;SI;NO
158832;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA;CONTABILIDAD;SI;SI;SI
158832;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA;HISTORIA;NO;NO;NO
158833;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN;SOCIOLOGÍA;SI;SI;SI
158834;UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN;EDUCACIÓN;SI;NO;NO
160089;UNIVERSIDAD CATÓLICA SANTA MARÍA;DERECHO;SI;SI;SI
160090;UNIVERSIDAD CATÓLICA SANTA MARÍA;DERECHO;SI;SI;SI
160091;UNIVERSIDAD CATÓLICA SANTA MARIA;DERECHO;SI;SI;SI
160092;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;ADMINISTRACIÓN;SI;SI;NO
160092;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN;FISICA;SI;SI;NO
160094;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN;INGENIERÍA GEOLÓGICA;NO;;
158100;CONTINENTAL;DERECHO;SI;SI;NO
158102;UNIVERSIDAD CATÓLICA DE SANTA MARÍA;PSICOLOGÍA;SI;SI;SI
158104;UNIVERSIDAD TECNOLÓGICA DEL PERU;DERECHO Y CIENCIAS POLÍTICAS;NO;NO;NO
158105;UNIVERSIDAD AUTONOMA SAN FRANCISCO;INGENIERÍA INDUSTRIAL;SI;SI;SI
161008;UNIVERSIDAD CATOLICA DE SANTA MARIA;ECONOMISTA;SI;SI;SI
161009;UNIVERSIDAD SAN AGUSTÍN DE AREQUIPA;INGENIERÍA DE SISTEMAS;SI;SI;SI
161010;UNIVERSIDAD CATOLICA DE SANTA MARIA;PUBLICIDAD Y MULTIMEDIA;SI;NO;NO
161012;JOSE CARLOS MARIATEGUI;DERECHO;SI;SI;SI
160911;JOSE CARLOS MARIATEGUI;CIENCIAS JURÍDICAS EMPRESARIALES Y PEDAGÓGICAS  ABOGADO;SI;SI;SI
160914;UNIVERSIDAD INCA GARCILASO DE LA VEGA;DERECHO;NO;NO;NO
160914;UNIVERSIDAD TECNOLÓGICA DEL PERÚ;INGENIERIA DE SISTEMAS;NO;NO;NO
160916;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;SOCIOLOGO;SI;SI;SI
161575;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;EDUCACIÓN ESPECIALIDAD CHS;NO;NO;NO
161577;UNIVERSIDAD JOSE CARLOS MARIATEGUI;DERECHO;SI;SI;SI
161577;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;CIENCIAS DE LA EDUCACION;NO;NO;NO
161579;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;SOCIOLOGIA;SI;SI;SI
161579;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;FINANZAS;SI;SI;NO
159225;UNIVERSIDAD CATÓLICA DE SANTA MARÍA;DERECHO;SI;SI;SI
159225;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA;LITERATURA Y LENGUA;NO;NO;NO
159228;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA;ARQUITECTURA;SI;SI;SI
159229;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN DE AREQUIPA;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
160732;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;DERECHO;SI;SI;SI
160733;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;CIENCIAS DE LA COMUNICACION;NO;NO;NO
160735;UNIVERSIDAD JOSE CARLOS MARIATEGUI;INGENIERIA COMERCIAL;SI;SI;SI
160736;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;INGENIERIA GEOGRAFICA;SI;SI;NO
160345;UNIVERSIDAD CATOLICA SANTA MARIA;CIENCIAS CONTABLES Y FINANCIERAS;NO;NO;NO
160346;UNIVERSIDAD TECNOLOGICA DEL PERU;DERECHO;NO;NO;NO
160348;UNIVERSIDAD NACIONAL SAN AGUSTIN;AGRONOMIA;NO;NO;NO
160349;UNIVERSIDAD ALAS PERUANAS;ENFERMERIA;NO;NO;NO
158657;UNIVERSIDAD NACIONAL DE  SAN AGUSTIN;ECONOMIA;NO;NO;NO
158659;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;TRABAJO SOCIAL;SI;NO;SI
158661;TELESUP;DERECHO;NO;NO;NO
159718;ALAS PERUANAS;DERECHO;NO;NO;NO
159721;FEDERICO VILLAREAL;INGENIERIA INDUSTRIAL;SI;NO;NO
159722;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;INGENIERAIA DE MATERIALES;SI;SI;SI
159179;UNIVERSIDAD NACIONAL DE SAN AGUSTIN DE AREQUIPA;AGRONOMIA;SI;SI;SI
159183;UNIVERSIDAD CATOLICA DE SANTA MARIA;CONTABILIDAD;SI;SI;SI
159184;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;MEDICINA HUMANA;NO;NO;NO
158514;UNIVERSIDAD NACIONAL DE SAN AGUSTIN AREQUIPA;CONTABILIDAD;SI;SI;SI
158515;ESCUELA MILITAR DE CHORRILLOS;OFICIAL DE EJERCITO;SI;SI;SI
158516;UNIVERSIDAD ALAS PERUANAS;INGENIERIA INDUSTRIAL;NO;NO;NO
158517;UNIVERSIDAD NACIONAL SAN AGUSTIN DE AREQUIPA;MEDICINA HUMANA;SI;SI;SI
158519;UNIVERSIDAD CATOLICA SANTA MARIA;PERIODISMO;SI;SI;SI
158519;UNIVERSIDAD ALAS PERUANAS;EDUCACIÓN;SI;NO;NO
158094;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN - AREQUIPA;INGENIERÍA ELECTRÓNICA;SI;SI;SI
158095;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN - AREQUIPA;CIENCIAS DE LA COMUNICACIÓN - PERIODISMO;SI;SI;NO
158095;UNIVERSIDAD JOSE CARLOS MARIATEGUI;DERECHO;SI;SI;SI
158096;UNIVERSIDAD CATÓLICA SAN PABLO;DERECHO;SI;SI;SI
158097;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;PSICOLOGÍA;NO;;
158098;UNIVERSIDAD CATÓLICA DE SANTA MARÍA;ODONTOLOGIA;SI;SI;SI
158099;UNIVERSIDAD CATÓLICA SANTA MARÍA;INGENIERÍA CIVIL;NO;;
158992;UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA;CIENCIAS DE LA EDUCACIÓN;SI;SI;NO
158992;INCA GARCILAZO DE LA VEGA;ABOGADO;SI;SI;SI
158993;UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA;EDUCACIÓN PRIMARIA;SI;SI;SI
158993;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;DERECHO Y CIENCIAS POLITICAS;NO;;
157857;UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA;TRABAJO SOCIAL;SI;SI;NO
157859;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;EDUCACIÓN;SI;SI;SI
