ID_CANDIDATO;UNIVERSIDAD;CARRERA;CONCLUIDO;BACHILLER;TITULO
157859;UNIVERSIDAD NACIONAL DE HUANCAVELICA;EDUCACIÓN RURAL INTERCULTURAL BILINGUE;SI;NO;SI
158612;INCA GARCILASO DE LA VEGA;INGENIERIA DE SISTEMAS Y COMPUTO;SI;SI;NO
158613;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159421;UNIVERSIDAD  NACIONAL SAN CRISTOBAL  DE HUAMANGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159421;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;ARQUEOLOGÍA E HISTORIA;SI;SI;SI
159422;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;FARMACIA Y BIOQUIMICA;SI;SI;SI
159422;UNIVERSIDAD ESAN;ADMINISTRACION DE EMPRESAS;NO;NO;NO
159423;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;INGENERIA AGROINDUSTRIAL;SI;SI;NO
161466;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;CIENCIAS FÍSICO MATEMATICAS;SI;NO;NO
161468;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;LICENCIADA EN ADMINISTRACION DE EMPRESAS;SI;SI;SI
158454;COP;AUXILIAR ENFERMERIA;NO;NO;
158456;UNIVERSIDAD NACIONAL TECNOLOGICA DE LOS ANDES;DERECHO;SI;SI;SI
160452;SAN LUIS GONZAGA ICA;CIRUJANO DENTISTA;SI;SI;SI
160901;UNIVERSIDAD NACIONAL DE HUANCAVELICA;AGRONOMIA;SI;SI;NO
160902;UNIVERSIDAD PERUANA DE CIENCIAS E INFORMÁTICA;ADMINISTRACIÓN DE EMPRESAS Y NEGOCIOS INTERNACIONALES;NO;NO;NO
158628;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;CIENCIAS SOCIALES : ARQUEOLOGIA;SI;SI;SI
158628;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;EDUCACION SECUNDARIA;SI;SI;SI
158629;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;DERECHO;SI;SI;NO
161158;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;NO
160098;UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA;INGENIERIA CIVIL;NO;;NO
160099;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;EDUCACION SECUNDARIA - LENGUA Y LITERATURA;SI;SI;NO
160100;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;CIENCIAS DE LA COMUNICACION;SI;SI;SI
158881;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;EDUCACION INICIAL - FOLKLORE Y CULTURA POPULAR;SI;SI;SI
158882;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;INGENIERIA  DE SISTEMAS;SI;SI;
160220;UNIVERSIDAD NACIONAL DE SAN LUIS GONZAGA DE ICA;MEDICINA HUMANA;SI;SI;SI
160220;UNIVERSIDAD NACIONA DE SAN CRISTOBAL DE HUAMANGA;OBSTETRICIA;NO;NO;NO
160221;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;ADMINSITRACION DE EMPRESAS;SI;SI;SI
160222;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;;NO;NO;NO
160633;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;INGENIERÍA DE MINAS;SI;;SI
160634;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;ENFERMERIA;SI;SI;SI
160635;UNIVERSIDAD PRIVADA LOS ÁNGELES DE CHIMBOTE;ODONTOLOGIA;NO;NO;NO
160401;UNIVERSIDAD PERUANA LOS ANDES - UPLA;DERECHO Y CIENCIAS POLITICA;NO;;
160401;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;CIENCIAS DE LA COMUNICACIÓN;SI;SI;SI
160402;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;CONTABILIDAD Y AUDITORIA;SI;SI;NO
159563;NACIONAL DE SAN CRISTOBAL DE HUAMANGA;DERECHO;SI;SI;SI
159564;UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA;DERECHO;SI;SI;SI
161168;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;CONTABILIDAD Y AUDITORIA;SI;SI;SI
158218;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;CIENCIAS DE LA EDUCACIÓN;SI;SI;SI
158219;UNIVERSIDAD DE SAN MARTÍN DE PORRES;DERECHO;SI;SI;SI
158220;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;CONTABILIDAD Y AUDITORIA;SI;SI;SI
159629;UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA;ECONOMIA;NO;;
159629;UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE;INGENIERIA CIVIL;NO;;
159631;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;ANTROPOLOGÍA SOCIAL;SI;SI;
160677;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;INGENIERIA AGRICOLA;SI;SI;SI
160678;UNIVERSIDAD CESAR VALLEJO;ADMINISTRACIÓN;SI;SI;NO
160680;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERO CIVIL;SI;SI;SI
160681;UNIVERSIDAD PARTICULAR DE CHICLAYO;CONTABILIDAD;;SI;SI
160682;UNIVERSIDAD NACIONAL DE TRUJILLO;DERECHO;SI;SI;SI
160682;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;EDUCACION;SI;SI;SI
157860;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;INGENIERÍA CIVIL;SI;SI;SI
157861;UNIVERSIDAD NACIONAL DE CAJAMARCA;CIENCIAS CONTABLES;NO;;
157861;UNIVERSIDAD PARTICULAR DE CHICLAYO;ESCUELA DE DERECHO;NO;;
157862;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERIA CIVIL;SI;SI;SI
157863;UNIVERSIDAD PRIVADA DEL NORTE;DERECHO;NO;NO;NO
157864;UNIVERSIDAD NACIONAL DE TRUJILLO;EDUCACION;SI;SI;SI
157865;UNIVERSIDAD NACIONAL DE CAJAMARCA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
161315;UNIVERSIDAD SAN PEDRO;EDUCACIÓN;SI;SI;SI
161315;UNIVERSIDAD INCA GARCILAZO DE LA VEGA;ADMINISTRACIÓN DE EMPRESAS;NO;;
161316;UNIVERSIDAD CÉSAR VALLEJO;INGENIERIA INDUSTRIAL;SI;SI;SI
161317;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERIA CIVIL;SI;SI;NO
161318;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERIA EN AGRONEGOCIOS;NO;;NO
161319;UNIVERSIDAD PRIVADA ANTENOR ORREGO;INGENIERÍA AGRÓNOMA;SI;SI;SI
161320;UNIVERSIDAD PRIVADA ANTONIO GUILLERMO URRELO;PSICOLOGÍA;SI;SI;NO
159380;UNIVERSIDAD NACIONAL DE CAJAMARCA;SOCIOLOGIA;SI;SI;SI
159381;JOSE FAUSTINO SANCHEZ CARRION;CIENCIAS HISTORICAS SOCIALES;SI;SI;SI
159384;UNIVERSIDAD NACIONAL DEL CALLAO;INGENIERIA AMBIENTAL Y DE RR NN;SI;SI;SI
158248;UNIVERSIDAD INCA GARCILASO DE LA VEGA ASOCIACIÓN CIVIL;EDUCACION;SI;SI;NO
158249;UNIVERSIDAD NACIONAL DE CAJAMARCA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
158250;PEDRO RUIZ GALLO;EDUCACION;SI;SI;SI
158251;UNIVERSIDAD NACIONAL DE CAJAMARCA;DERECHO;SI;SI;SI
158253;UNIVERSIDAD PEDRO RUIZ GALLO;MEDICINA VETERINARIA;SI;SI;SI
158457;UNIVERSIDAD NACIONAL DE TRUJILLO;EDUCACION;SI;SI;SI
158459;UNIVERSIDAD NACIONAL DE CAJAMARCA;EDUCACION;SI;SI;SI
160468;UNIVERSIDAD MEDICA DE KUBAN - REPUBLICA DE RUSIA;MEDICINA HUMANA;SI;SI;SI
160469;ALAS PERUANAS;SISTEMAS;NO;NO;NO
160471;UNIVERSIDAD PRIVADA SAN PEDRO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159598;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERÍA CIVIL;SI;SI;NO
159600;UNIVERSIDAD NACIONAL DE CAJAMARCA;SOCIOLOGIA;SI;SI;NO
159601;UNIVERSIDAD NACIONAL DE CAJAMARCA;SOCIOLOGIA;SI;SI;SI
159602;UNIVERSIDAD NACIONAL DE CAJAMARCA;EDUCACION PRIMARIA;SI;SI;SI
159603;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;LICENCIADO EN EDUCACION ESPECIALIDAD HISTORIA Y GEGRAFIA;SI;SI;SI
161253;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERÍA EN INDUSTRIAS ALIMENTARIAS;NO;NO;NO
161254;UNIVERSIDAD PRIVADA SAN PEDRO;ADMINISTRACIÓN;NO;NO;NO
161334;UNIVERSIDAD PRIVADA SAN PEDRO DE CHIMBOTE;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;NO
161334;UNIVERSIDAD PRIVADA ALAS PERUANAS DE LIMA;DERECHO Y CIENCIAS POLÍTICAS;;;SI
161335;UNIVERSIDAD PARTICULAR SEÑOR DE SIPAN;DERECHO;SI;SI;SI
161336;UNIVERSIDAD NACIONAL DE CAJAMARCA;MEDICINA HUMANA;SI;SI;SI
161337;UNIVERSIDAD PRIVADA SAN MARTIN DE PORRES;INGENIERÍA  DE SISTEMAS;NO;NO;NO
161338;UNIVERSIDAD NACIONAL DE TRUJILLO;ESTOMATOLOGÍA;SI;SI;SI
161339;CESAR VALLEJO;DERECHO Y CIENCIAS POLÍTICAS;NO;NO;NO
160973;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERIA AGRONOMICA;SI;SI;SI
160974;UNIVERSIDAD PEDRO RUIZ GALLO;;SI;SI;SI
160975;UNIVERSIDAD PRIVADA ANTONIO GUILLERMO URRELO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
160977;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;AGRONOMIA;SI;SI;NO
158808;UNIVERSIDAD NACIONAL DE CAJAMARCA;CIENCIAS VETERINARIAS;SI;SI;SI
158808;UNIVERSIDAD SAN PEDRO;DERECHOS Y CIENCIAS POLÍTICAS;SI;SI;SI
158809;UNIVERSIDAD DE TACNA;INGENIERÍA DE SISTEMAS;SI;SI;SI
160715;UNIVERDIDAD NACIONAL DE TRUJILLO;;SI;SI;SI
160717;UNIVERDIDAD ALAS PERUANAS;INGENIERIA CIVIL;SI;SI;SI
160718;UNIVERSDAD NACIONAL DE CAJAMARCA;EDUCACION;SI;NO;SI
159289;UNIVERSIDAD NACIONAL DE CAJAMARCA;EDUCACIÓN;SI;SI;SI
159290;UNIVERSIDAD NACIONAL DE CAJAMARCA;EDUCACIÓN;SI;SI;SI
159291;UNIVERSIDAD NACIONAL DE CAJAMARCA;CIENCIAS ECONÓMICAS CONTABLES Y ADMINISTRATIVAS;SI;SI;SI
159292;UNIVERSIDAD NACIONAL DE CAJAMARCA;;SI;SI;NO
159293;UNIVERSIDAD PARTICULAR SAN MARTÍN DE PORRES;ECONOMÍA;SI;SI;NO
159293;UNIVERSIDAD NACIONAL DE TRUJILLO;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;NO
159294;UNIVERSIDAD PRIVADA DEL NORTE;;SI;SI;SI
159535;UNIVERSIDAD INCA GARCILAZO DE VEGA;ADMINISTRADOR;SI;SI;NO
159538;UNIVERSIDAD ALAS PERUANAS;CIRUJANO DENTISTA;SI;SI;SI
159539;SAN LUIS GONZAGA;MÉDICO CIRUJANO;SI;SI;SI
159540;UNIVERSIDAD SAN PEDRO;ENFERMERIA;NO;NO;NO
159741;ANTONIO GUILLERMO URRELO CAJAMARCA;DERECHO Y CIENCIAS POLITICAS;NO;NO;NO
159743;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERÍA CIVIL;SI;SI;SI
159746;UNIVERSIDAD PARTICULAR DE CHICLAYO;DERECHO;SI;SI;SI
160142;UNIVERSIDAD PRIVADA SAN PEDRO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
160143;UNIVERSIDAD PRIVADA TELESUP;DERECHO CORPORATIVO;NO;;
160144;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;ODONTOLOGIA;SI;SI;SI
160147;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159581;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;BACHILLER EN DERECHO Y CIENCIA POLITICA;SI;SI;SI
159584;UNIVERSIDAD NACIONAL DE CAJAMARCA;MEDICINA VETERINARIA;SI;SI;SI
159585;UNIVERSIDAD MARCELINO CHAMPAGNAT;LIC EN EDUCACIÓN PSICOLOGIA;SI;SI;SI
159494;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;ARQUITECTURA;SI;SI;NO
159495;UNIVERSIDAD NACIONAL DE CAJAMARCA;SOCIOLOGIA;SI;SI;SI
159496;UNIVERSIDAD NACIONAL PEDRO RUÍZ GALLO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
159497;UNIVERSIDAD PEDRO RUIZ GALLO;EDUCACION;SI;SI;SI
159498;UNIVERSIDAD NACIONAL DE SAN MARCOS;CIENCIAS MATEMATICAS PURAS;SI;SI;SI
160188;UNIVERSIDAD NACIONAL DE CAJAMARCA;INGENIERIA AGRONOMA;SI;NO;SI
160189;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;LICENCIADA EN EDUCACION PRIMARIA;SI;SI;SI
160190;UNIVERSIDAD PARTICULAR DE CHICLAYO;INGENIERIA INFORMATICA Y DE SISTEMAS;SI;SI;SI
160190;ALAS PERUANAS;INGENIERIA CIVIL;NO;;NO
160191;UNIVERSIDAD PRIVADA SAN PEDRO;DERECHO Y CENCIAS POLITICAS;SI;SI;
160192;UNIVERSIDAD PRIVADA SAN PEDRO;X;SI;;SI
160192;UNIVERSIDAD ALAS PERUANAS;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
160193;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;NUTRICION;SI;SI;SI
161083;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;INGENIERIA CIVIL;SI;;SI
161084;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;DERECHO;SI;SI;SI
161086;UNIVERSIDAD INCA GARCILASO DE LA VEGA;ADMINISTRACION;SI;SI;NO
161086;UNIVERSIDAD INCA GARCILASO DE LA VEGA;ADMINISTRACION;SI;SI;NO
161087;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;DERECHO;SI;SI;SI
157870;ANDINA DEL CUSCO;DERECHO;SI;SI;SI
157871;UNIVERSIDAD ANDINA DE CUSCO;ODONTOLOGÍA;SI;SI;SI
157872;SAN ANTONIO DE ABAD DE CUSCO;MEDICINA HUMANA;SI;SI;SI
157873;UNIVERSIDAD SAN ANTONIO DE ABAD DE CUSCO;ANTROPOLOGIA;SI;SI;SI
157874;UNIVERSIDAD AGRARIA DE LA SELVA;ZOOTECNIA;SI;SI;SI
158952;UNSAAC  - CUSCO;CIENCIAS DE LA COMUNICACION;NO;NO;NO
158953;UNIVERSIDAD PRIVADA DE TACNA;LICENCIADO EN EDUCACION SECUNDARIA;SI;SI;SI
157965;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;AGRONOMIA;SI;SI;SI
157967;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;ZOOTECNIA;SI;SI;SI
157968;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
157969;UNIVERSIDAD PERUANA CAYETANO HEREDIA;EDUCACION;SI;SI;SI
160984;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;CIENCIAS SOCIALES Y HUMANIDADES;NO;NO;NO
160987;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;TURISMO;SI;SI;SI
160987;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;DERECHO;NO;NO;NO
158469;UNIVERSIDAD ALAS PERUANAS;INGENIRIA DE SISTEMAS E NINFORMATICA;NO;NO;NO
158470;UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD DE CUSCO;INGENIRIA DE INDUSTRIAS ALIMENTARIAS;SI;SI;NO
160478;UNIVERSIDAD DE ZARAGOZA;DERECHO;SI;SI;SI
160479;UNIVERSIDAD ANDINA DEL CUSCO;ADMINISTRACIÓN;SI;SI;SI
160481;UNIVERSIDAD PARTICULAR ANDINA DEL CUSCO;DERECHO Y CIENCIAS POLÍTICAS;NO;NO;NO
160482;INCA GARCILASO DE LA VEGA;COMERCIO EXTERIOR Y RELACIONES INTERNACIONALES;NO;NO;NO
158531;UNIVERSIDAD SAN ANTONIO ABAD DEL CUSCO;ANTROPOLOGÍA;NO;NO;NO
158532;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;BIOLOGIA;SI;SI;SI
158533;UNIVERSIDAD DE SAN ANTONIO ABAD DEL CUSCO;ECONOMIA;SI;;SI
158534;UNIVERSIDAD ALAS PERUANAS;DERECHO;SI;NO;
158535;INCA GARCILASO DE LA VEGA;PSICOLOGIA;NO;;
161817;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;ADMINISTRACION;SI;SI;SI
161818;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;DERECHO;SI;SI;SI
161819;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO;SI;SI;SI
161820;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO Y CIENCIA POLITICA;SI;SI;NO
161821;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;CARRERA PROFESIONAL DE MEDICINA HUMANA;SI;SI;SI
159778;UNIVERSIDAD SAN IGNACIO DEL LOYOLA;CIENCIAS DE LA EDUCACION;SI;SI;SI
159778;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;ECONOMIA;SI;SI;SI
159779;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;ARQUITECTURA Y ARTES PLASTICAS;SI;SI;SI
159780;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;INGENIERIA EN INDUSTRIAS ALIMENTARIAS;SI;SI;SI
159781;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;ESCUELA PROFESIONAL DE ENFERMERIA;SI;SI;SI
159782;UNIVERSIDAD JOSE CARLOS MARIATEGUI;OBSTETRICIA;SI;SI;SI
159467;UNIVERSIDAD ANDINA DEL CUSCO;ODONTOLOGIA;SI;SI;SI
159468;UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE;EDUCACIÓN PRIMARIA;NO;NO;NO
159469;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;INGENIERO INFORMÁTICO;SI;SI;SI
159470;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO;SI;SI;SI
159471;UNIVERSIDAD RUSA DE LA AMISTAD DE LOS PUEBLOS;FÍSICA;SI;SI;SI
159345;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;ANTROPOLOGIA;SI;SI;SI
159346;UNIVERSIDAD NACIONAL  DE SAN ANTONIO ABAD;ARQUITECTURA;SI;NO;NO
159347;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;;SI;SI;SI
159349;UNIVERSIDAD ANDINA DEL CUSCO;ECONOMIA;SI;SI;SI
160306;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;INGENIERÍA ELECTRÓNICA;SI;SI;NO
160307;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;ESCUELA PROFESIONAL DE ZOOTECNIA;SI;SI;SI
160307;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;EDUCACIÓN SECUNDARIA;NO;NO;NO
160308;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;EDUCACIÓN;SI;SI;SI
160310;UNIVERSIDAD PERUANA AUSTRAL DEL CUSCO;CIENCIAS CONTABLES Y FINANCIERAS;NO;NO;NO
159295;UNIVERSIDAD SAN ANTONIO ABAD DEL CUSCO;BIOLOGIA;NO;NO;NO
159296;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO Y CIENCIA POLITICA;SI;SI;SI
159297;UNIVERSIDAD NACIONAL SAN AGUSTIN DE AREQUIPA;ECONOMIA;SI;SI;SI
159299;UNIVERSIDAD ALAS PERUANAS;DERECHO;SI;NO;NO
161494;UNIVERSIDAD SAN ANTONIO ABAD DEL CUSCO;ADMINISTRACION;SI;SI;SI
161496;UNIVERSIDAD SAN ANTONIO ABAD DE CUSCO;TURISMO;SI;SI;SI
161497;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;CIENCIAS ADMINISTRATIVAS;SI;SI;NO
161498;UNIVERSIDAD  NACIONAL SAN ANTONIO ABAD DE CUSCO;CIENCIAS ADMINISTRATIVAS;SI;SI;NO
159978;UNIVERSIDAD SAN ANTONIO ABAD DEL CUSCO;INGENIERIA CIVIL;SI;SI;SI
161448;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
161449;UNIVERSIDAD TECNOLOGICA DE LOS ANDES;DERECHO Y CIENCIAS POLITICAS;NO;;
161450;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO;SI;;SI
161451;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;ANTROPOLOGIA;NO;NO;NO
161452;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO;SI;SI;NO
159541;SAN ANTONIO DE ABAD DEL CUSCO;ACADEMICO  EDUCACION ESPECIAL BIOLOGICAS;SI;NO;
159543;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;CIENCIAS CONTABLES Y FINANCIERAS;SI;SI;NO
159543;UNIVERSIDAD ALAS PERUANA;CONTADOR PUBLICO;SI;SI;SI
159544;SAN AGUSTIN DE AREQUIPA;ARQUITECTURA;SI;SI;SI
159544;UNIVERSIDAD NACIONAL DE INGENIERÍA;MAESTRO EN CIENCIAS;SI;SI;SI
159545;INCA GARCILAZO DE LA VEGA;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
160223;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;CONTABILIDAD;SI;SI;SI
160224;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL;ECONOMIA;SI;SI;SI
160226;UNIVERSIDAD INCA GARCILASO DE LA VEGA;PERIODISMO;SI;SI;SI
161176;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;INGENIERIA CIVIL;SI;SI;SI
161177;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO;SI;SI;SI
161178;UNIVERSIDAD GARCILAZO DE LA VEGA;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
161179;UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO;ANTROPOLOGÍA;NO;NO;NO
161179;UNIVERSIDAD TECNOLÓGICA DE LOS ANDES;DERECHO Y CIENCIAS POLÍTICAS;NO;NO;NO
161180;UNIVERSIDAD ANDINA DEL CUZCO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
161246;UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO;HISTORIA;SI;NO;NO
161247;UNIVERSIDAD ANDINA DEL CUSCO;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
161288;UNIVERSIDAD NACIONAL DE HUANCAVELICA;ADMINISTRACIÓN;SI;SI;SI
161289;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA;INGENIERIA DE MINAS;SI;SI;SI
161289;UNIVERSIDAD ALAS PERUANAS;EDUCACION;SI;SI;SI
161290;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;;NO;SI;SI
157875;LOS ANGELES DE CHIMBOTE;DERECHO;SI;SI;SI
157877;UNIVERSIDAD NACIONAL DE HUANCAVELICA;ZOOTECNIA;SI;SI;SI
160106;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;CONTABILIDAD;SI;SI;SI
160107;UNIVERSIDAD PERUANA LOS ANDES;INGENIERÍA CIVIL;SI;SI;SI
160108;UNIVERSIDAD INCA GARCILASO DE LA VEGA;TURISMO Y HOTELERÍA;SI;NO;NO
158221;JOSE CARLOS MARIATEGUI - MOQUEGUA;DERECHO;SI;SI;SI
159332;UNIVERSIDAD NACIONAL DEL CALLAO;ENFERMERIA;SI;SI;SI
159333;UNIVERSIDAD NACIONAL DE HUANCAVELICA;INGENIERIA AGRONOMA;SI;SI;SI
159334;UNIVERSIDAD NACIONAL DE HUANCAVELICA;LICENCIADO EN EDUCACION SECUNDARIA - ESPECIALIDAD HISTORIA - CIENCIAS SOCIALES;SI;SI;SI
158508;UNIVERSIDAD PERUANA DEL CENTRO;INGENIERA CIVIL;NO;NO;NO
158510;UNIVERSIDAD NACIONAL DE HUANCAVELICA;INGIENERIA DE AGRONOMÍA;SI;SI;NO
160668;UNIVERSIDAD TECNOLOGICA LOS ANDES;AGRONOMIA;NO;NO;NO
159988;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;PSICOLOGÍA;SI;SI;SI
159989;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;BACHILLERATO Y LICENCIATURA;SI;SI;NO
161890;UNIVERSIDAD NACIONAL DE HUANCAVELICA;INGENIERÍA AMBIENTAL Y SANITARIA;SI;NO;NO
161891;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;COMPLEMENTACIÓN ACADÉMICA;SI;SI;NO
161892;UNIVERSIDAD NACIONAL SAN LUIS GONZAGA DE ICA;COMPLEMENTACIÓN ACADÉMICA DE EDUCACIÓN PRIMARIA;SI;;
160185;UNIVERSIDAD PERUANA LOS ANDES;DERECHO Y CIENCIAS POLÍTICAS;SI;SI;SI
160186;UNIVERSIDAD PERUANA LOS ANDES;DERECHO Y CIENCIAS POLITICAS;SI;SI;SI
160187;UNIVERSIDAD CONTINENTAL;INGENIERIA AMBIENTAL;NO;NO;NO
159870;UNIVERSIDAD NACIONAL DE HUANCAVELICA;EDUCACIÓN PRIMARIA;SI;SI;SI
159870;UNIVERSIDAD ALAS PERUANAS;DERECHO;SI;SI;NO
159871;UNIVERSIDAD PARTICULAR DE SAN MARTÍN DE PORRES;MEDICINA;SI;SI;SI
159872;UNIVERSIDAD NACIONAL DEL CENTRO DEL PERU;PEDAGOGÍA Y HUMANIDADES;SI;SI;NO
