ID_CANDIDATO;ORGANIZACION_POLITICA;CARGO_ELECCION;DESDE;HASTA
158055;MOVIMIENTO REGIONAL ANDEMAR;ALCALDE DISTRITAL;2015;2018
161493;SIEMPRE UNIDOS;ALCALDE DISTRITAL;2015;2018
159168;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL INDEPENDIENTE CUENTA CONMIGO;REGIDOR DISTRITAL;2011;2014
157849;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;ALCALDE DISTRITAL;2016;2018
157849;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR KALLPA;REGIDOR PROVINCIAL;2011;2014
157850;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
160294;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE POPULAR LLAPANCHIK;ALCALDE DISTRITAL;2007;2010
158900;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE POPULAR LLAPANCHIK;REGIDOR DISTRITAL;2007;2010
161328;PARTIDO POLÍTICO PERU POSIBLE;CONGRESISTA DE LA REPÚBLICA;2001;2006
161328;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO MACROREGIONAL TODAS LAS SANGRES - APURIMAC;ALCALDE PROVINCIAL;1996;2001
161367;PARTIDO POLÍTICO UNION POR EL PERU;GOBERNADOR REGIONAL;2003;2004
161369;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;ALCADE(SA) DE CENTRO POBLADO;2003;2006
157851;MOVIMIENTO REGIONAL O DEPARTAMENTAL FUERZA AREQUIPEÑA;REGIDOR PROVINCIAL;2011;2014
157851;MOVIMIENTO REGIONAL O DEPARTAMENTAL AREQUIPA - UNIDOS POR EL GRAN CAMBIO;REGIDOR PROVINCIAL;2015;2018
157852;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;ALCADE(SA) DE CENTRO POBLADO;2011;2014
158153;PARTIDO POLÍTICO FUERZA DEMOCRATICA;REGIDOR PROVINCIAL;2002;2006
158153;PARTIDO POLÍTICO FUERZA DEMOCRATICA;REGIDOR PROVINCIAL;2007;2010
158157;MOVIMIENTO REGIONAL O DEPARTAMENTAL AREQUIPA, TRADICION Y FUTURO;REGIDOR PROVINCIAL;2015;2018
159518;ALIANZA ELECTORAL IZQUIERDA UNIDA;REGIDOR PROVINCIAL;1985;1989
158872;MOVIMIENTO REGIONAL O DEPARTAMENTAL AREQUIPA AVANCEMOS;REGIDOR DISTRITAL;2015;2018
158874;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL TODOS SOMOS AREQUIPA;REGIDOR PROVINCIAL;1996;1998
160462;ACCION DEMOCRATICA;ALCALDE DISTRITAL;1999;2002
160462;PARTIDO POLÍTICO AGRUPACION INDEPENDIENTE SI CUMPLE;ALCALDE PROVINCIAL;2007;2010
160465;ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL PROYECTO FUERZA CASTILLA;ALCALDE DISTRITAL;2007;2010
160465;ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL TODOS POR CASTILLA;ALCALDE DISTRITAL;2003;2006
158104;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;REGIDOR PROVINCIAL;2007;2010
160736;PARTIDO POLÍTICO VAMOS PERU;CONSEJERO REGIONAL;2015;2018
160736;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;REGIDOR PROVINCIAL;2003;2006
159723;ALIANZA ELECTORAL ALIANZA POR AREQUIPA;REGIDOR DISTRITAL;2010;2014
159179;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;ALCALDE PROVINCIAL;2003;2006
158098;MOVIMIENTO REGIONAL O DEPARTAMENTAL AREQUIPA, TRADICION Y FUTURO;ALCALDE PROVINCIAL;2015;2018
157859;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;CONSEJERO REGIONAL;2015;2018
160452;CAMBIO 90;CONGRESISTA DE LA REPÚBLICA;1993;1995
161159;MOVIMIENTO REGIONAL O DEPARTAMENTAL ALIANZA RENACE AYACUCHO;REGIDOR PROVINCIAL;2015;2018
160220;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE INNOVACION REGIONAL;ALCALDE DISTRITAL;2015;2018
160222;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;ALCALDE DISTRITAL;2007;2010
160222;MOVIMIENTO REGIONAL O DEPARTAMENTAL ALIANZA RENACE AYACUCHO;ALCALDE DISTRITAL;2015;2018
160678;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2002;2006
160680;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;2019;HASTA LA ACTUALIDAD
157861;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;ALCALDE DISTRITAL;2011;2014
157861;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE REGIONAL DE CAJAMARCA;ALCALDE DISTRITAL;2014;2018
157863;PARTIDO POLÍTICO FUERZA POPULAR;CONSEJERO REGIONAL;2015;2018
157864;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;1992;1995
157865;MOVIMIENTO REGIONAL O DEPARTAMENTAL FUERZA SOCIAL;REGIDOR PROVINCIAL;2007;2010
159380;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;CONGRESISTA DE LA REPÚBLICA;2011;2016
159381;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR PROVINCIAL;2003;2006
159382;FRETE PROGRESISTA;REGIDOR PROVINCIAL;1996;1998
158248;ALIANZA ELECTORAL IZQUIERDA UNIDA;REGIDOR PROVINCIAL;1990;1992
160470;PARTIDO POLÍTICO UNION POR EL PERU;REGIDOR PROVINCIAL;2007;2010
160470;MOVIMIENTO INDEPENDIENTE SOMOS PROGRESO;REGIDOR PROVINCIAL;1999;2002
160471;PARTIDO POLÍTICO FUERZA POPULAR;CONSEJERO REGIONAL;2018;2018
158808;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE INDEPENDIENTE REGIONAL;REGIDOR DISTRITAL;1993;1995
158808;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE INDEPENDIENTE REGIONAL;PRIMER VICEPRESIDENTE DE LA REPÚBLICA;1990;1992
159292;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;REGIDOR DISTRITAL;2015;2018
160143;ALIANZA ELECTORAL MOVIMIENTO DE AFIRMACION  SOCIAL;ALCALDE DISTRITAL;2015;2018
159581;MOVIMIENTO AFIRMACION SOCIAL;ALCALDE PROVINCIAL;2015;2018
159495;COMBAYO INDEPENDIENTE;ALCADE(SA) DE CENTRO POBLADO;2001;2004
159498;PARTIDO POLÍTICO UNION POR EL PERU;CONGRESISTA DE LA REPÚBLICA;2006;2011
160191;PARTIDO POLÍTICO ACCION POPULAR;ALCALDE PROVINCIAL;1990;1993
160191;PARTIDO POLÍTICO ACCION POPULAR;DIPUTADO;1991;1992
157872;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO;CONSEJERO REGIONAL;2015;2018
158953;MOVIMIENTO REGIONAL O DEPARTAMENTAL AUTOGOBIERNO AYLLU;ALCALDE DISTRITAL;2011;2014
157966;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL ACUERDO POPULAR UNIFICADO;CONSEJERO REGIONAL;2011;2014
157967;PARTIDO POLÍTICO PERU POSIBLE;ALCALDE DISTRITAL;2011;2014
157968;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL PAN;REGIDOR PROVINCIAL;2011;2014
160987;MOVIMIENTO REGIONAL O DEPARTAMENTAL TIERRA Y LIBERTAD CUSCO;REGIDOR DISTRITAL;2011;2014
159778;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
159780;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;ALCALDE DISTRITAL;2015;2018
159781;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;REGIDOR DISTRITAL;2011;2014
160307;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO DEMOCRATICO JUNTOS POR EL PROGRESO;REGIDOR DISTRITAL;2003;2006
161496;PARTIDO POLÍTICO PERU POSIBLE;ALCALDE DISTRITAL;2011;2014
161496;PARTIDO POLÍTICO FRENTE INDEPENDIENTE MORALIZADOR;ALCALDE DISTRITAL;2003;2006
161448;PARTIDO POLÍTICO FUERZA POPULAR;REPRESENTANTE ANTE EL PARLAMENTO ANDINO;2016;2017
159541;PARTIDO POLÍTICO PARTIDO RENACIMIENTO ANDINO;ALCALDE PROVINCIAL;2003;2005
159541;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL INKA PACHAKUTEQ;CONSEJERO REGIONAL;2007;2010
159543;PARTIDO POLÍTICO MOVIMIENTO NUEVA IZQUIERDA;ALCALDE PROVINCIAL;2003;2006
161178;PARTIDO POLÍTICO UNION POR EL PERU;ALCALDE DISTRITAL;2007;2010
161178;PARTIDO POLÍTICO MOVIMIENTO NUEVA IZQUIERDA;ALCALDE DISTRITAL;2003;2006
157876;INDEPENDIENTE;ALCADE(SA) DE CENTRO POBLADO;2019;HASTA LA ACTUALIDAD
160185;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL AYNI;CONSEJERO REGIONAL;2011;2014
161652;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE REGIONAL PODER COMUNAL;ALCALDE PROVINCIAL;2015;2018
157878;MOVIMIENTO REGIONAL O DEPARTAMENTAL AVANZADA REGIONAL INDEPENDIENTE UNIDOS POR HUANUCO;ALCALDE DISTRITAL;2015;2018
157880;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INTEGRACION DESCENTRALISTA;ALCALDE DISTRITAL;2010;2013
159737;ALIANZA ELECTORAL IZQUIERDA UNIDA;REGIDOR PROVINCIAL;1987;1989
160494;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL LUCHEMOS POR HUANUCO;REGIDOR PROVINCIAL;2003;2006
160947;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INTEGRACION DESCENTRALISTA;VICEGOBERNADOR REGIONAL;2015;2018
160947;VERDADERA MAYORÍA;REGIDOR DISTRITAL;1996;1998
158264;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;REGIDOR DISTRITAL;1999;2002
158683;INDEPENDIENTE;ALCADE(SA) DE CENTRO POBLADO;2011;2014
160138;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;2007;2010
157881;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE REGIONAL PROGRESISTA IQUEÑO;ALCALDE DISTRITAL;2003;2006
157881;MOVIMIENTO REGIONAL O DEPARTAMENTAL PARTIDO REGIONAL DE INTEGRACION;ALCALDE DISTRITAL;2007;2014
160496;PARTIDO POLÍTICO FUERZA POPULAR;CONGRESISTA DE LA REPÚBLICA;2016;2019
160917;ALIANZA ELECTORAL IZQUIERDA UNIDA;DIPUTADO;1985;1990
160917;ALIANZA ELECTORAL IZQUIERDA UNIDA;REGIDOR PROVINCIAL;1980;1983
158043;MOVIMIENTO REGIONAL O DEPARTAMENTAL PARTIDO REGIONAL DE INTEGRACION;CONSEJERO REGIONAL;2007;2010
160059;MOVIMIENTO REGIONAL O DEPARTAMENTAL PARTIDO REGIONAL DE INTEGRACION;REGIDOR PROVINCIAL;2007;2010
160060;ALIANZA ELECTORAL UNIDOS POR ICA;REGIDOR PROVINCIAL;2007;2010
161645;MOVIMIENTO REGIONAL O DEPARTAMENTAL NUEVA ALTERNATIVA;REGIDOR PROVINCIAL;1996;1998
161347;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR PROVINCIAL;2003;2006
161348;FRENTE PROGRESISTA IQUEÑO;REGIDOR DISTRITAL;2011;2014
160276;OTRO;REGIDOR PROVINCIAL;2010;2011
160277;MOVIMIENTO REGIONAL OBRAS POR LA MODERNIDAD;ALCALDE DISTRITAL;2011;2018
158190;PARTIDO POLÍTICO UNION POR EL PERU;CONGRESISTA DE LA REPÚBLICA;2006;2011
158931;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;ALCALDE DISTRITAL;2003;2006
158931;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;ALCALDE DISTRITAL;2015;2018
158987;PARTIDO POLÍTICO PARTIDO POLITICO NACIONAL PRIMERO PERU;ALCALDE DISTRITAL;2003;2006
160500;OTRO;REGIDOR PROVINCIAL;1993;1995
160500;ALIANZA ELECTORAL ALIANZA POR EL FUTURO;CONGRESISTA DE LA REPÚBLICA;2006;2011
161510;ALIANZA ELECTORAL ALIANZA REGIONAL JUNIN SOSTENIBLE;REGIDOR PROVINCIAL;2014;2014
161511;PARTIDO POLÍTICO JUNTOS POR EL PERU;ALCALDE DISTRITAL;2015;2018
160443;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POLITICO REGIONAL PERU LIBRE;REGIDOR PROVINCIAL;2015;2018
160447;PARTIDO POLÍTICO PARTIDO RENACIMIENTO ANDINO;REGIDOR DISTRITAL;1998;2001
159992;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POLITICO REGIONAL PERU LIBRE;CONSEJERO REGIONAL;2011;2014
159992;ALIANZA ELECTORAL IZQUIERDA UNIDA;REGIDOR DISTRITAL;1987;1989
160994;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POLITICO REGIONAL PERU LIBRE;CONSEJERO REGIONAL;2015;2018
160689;ALIANZA ELECTORAL CONVERGENCIA REGIONAL DESCENTRALISTA - CONREDES;REGIDOR PROVINCIAL;2007;2010
159527;MOVIMIENTO REGIONAL O DEPARTAMENTAL JUNIN SOSTENIBLE CON SU GENTE;ALCALDE DISTRITAL;2015;2018
159527;ALIANZA ELECTORAL ALIANZA ELECTORAL UNIDAD NACIONAL;REGIDOR DISTRITAL;2003;2006
161306;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ;REGIDOR PROVINCIAL;2015;2018
157885;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;VICEGOBERNADOR REGIONAL;2015;2015
157885;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;GOBERNADOR REGIONAL;2015;2018
157887;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR PROVINCIAL;2011;2014
157888;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
157888;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2015;2018
157891;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REPRESENTANTE ANTE EL PARLAMENTO ANDINO;2011;2016
160942;PARTIDO POLÍTICO FUERZA POPULAR;REGIDOR PROVINCIAL;2019;HASTA LA ACTUALIDAD
158039;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR DISTRITAL;1993;1995
158560;ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL JUNTOS POR EL CAMBIO DE CHEPEN;ALCALDE DISTRITAL;2015;2018
158563;ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL FRENTE PROVINCIAL DE VIRU;REGIDOR PROVINCIAL;2003;2006
159175;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;ALCALDE DISTRITAL;1987;1992
160504;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2011;2014
160508;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR PROVINCIAL;2015;2018
161659;ALIANZA ELECTORAL IZQUIERDA UNIDA;DIPUTADO;1985;1990
161722;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;CONSEJERO REGIONAL;2011;2014
158315;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;ALCALDE PROVINCIAL;2011;2014
159765;PARTIDO POLÍTICO FUERZA DEMOCRATICA;REGIDOR PROVINCIAL;2003;2006
159765;PARTIDO POLÍTICO FRENTE INDEPENDIENTE MORALIZADOR;REGIDOR PROVINCIAL;1993;1995
161762;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2010;2013
158106;PARTIDO POLÍTICO PERU PATRIA SEGURA;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
158974;ALIANZA ELECTORAL ALIANZA ELECTORAL JUNTOS POR LA LIBERTAD;ALCALDE DISTRITAL;2007;2010
158975;ALIANZA ELECTORAL SUMATE POR UNA NUEVA LIBERTAD;CONSEJERO REGIONAL;2015;2018
158977;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;ALCALDE PROVINCIAL;2007;2010
158977;ORGANIZACION POLITICA LOCAL JUNTOS "PARA EL DESARROLLO";REGIDOR PROVINCIAL;1999;2002
161713;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL PARA EL DESARROLLO CON SEGURIDAD Y HONRADEZ;REGIDOR PROVINCIAL;2015;2018
161717;LIDERES UNIDOS POR LA MERCED - NO A LA CORRUPCION;ALCADE(SA) DE CENTRO POBLADO;2014;2019
159711;ALIANZA ELECTORAL ALIANZA PERU POSIBLE;REGIDOR PROVINCIAL;2013;2014
159714;ALIANZA ELECTORAL IZQUIERDA UNIDA;REGIDOR PROVINCIAL;1993;1996
159714;ALIANZA ELECTORAL IZQUIERDA UNIDA;REGIDOR PROVINCIAL;1983;1986
158404;PARTIDO POLÍTICO FUERZA POPULAR;CONGRESISTA DE LA REPÚBLICA;2016;2019
158409;PARTIDO POLÍTICO RESTAURACION NACIONAL;REGIDOR DISTRITAL;2015;2018
161133;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;1983;1985
161133;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;1995;1998
157902;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;GOBERNADOR REGIONAL;2011;2014
157902;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;GOBERNADOR REGIONAL;2015;2018
157906;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR PROVINCIAL;2011;2014
157906;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR PROVINCIAL;2015;2018
160511;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2015;2018
160512;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE TODOS POR LAMBAYEQUE;ALCALDE DISTRITAL;2011;2014
160512;PARTIDO POLÍTICO PARTIDO RECONSTRUCCION DEMOCRATICA;ALCALDE DISTRITAL;2003;2006
160515;MOVIMIENTO REGIONAL O DEPARTAMENTAL SIEMPRE ADELANTE;REGIDOR PROVINCIAL;2007;2010
160515;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL DE LAS MANOS LIMPIAS;REGIDOR PROVINCIAL;2011;2014
161573;PARTIDO POLÍTICO JUNTOS POR EL PERU;ALCALDE DISTRITAL;2011;2014
161574;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;2007;2010
161574;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;2003;2006
161562;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR PROVINCIAL;2014;2018
161563;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR PROVINCIAL;2003;2006
161563;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REPRESENTANTE ANTE EL PARLAMENTO ANDINO;2006;2011
161564;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;CONSEJERO REGIONAL;2003;2006
161566;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR PROVINCIAL;1987;1989
161566;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;REGIDOR PROVINCIAL;1990;1992
158680;PARTIDO POLÍTICO PODEMOS POR EL PROGRESO DEL PERU;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
158680;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL UNIFICADO;REGIDOR DISTRITAL;2007;2010
160961;PARTIDO POLÍTICO JUNTOS POR EL PERU;ALCALDE DISTRITAL;2011;2014
160961;ALIANZA ELECTORAL TODOS POR LAMBAYEQUE - MANOS LIMPIAS;ALCALDE DISTRITAL;2006;2010
159393;PARTIDO POLÍTICO PARTIDO RENACIMIENTO ANDINO;ALCALDE DISTRITAL;2007;2010
159108;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
159109;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
159111;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;1993;1995
159116;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;1990;1992
159117;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;1990;1992
159122;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
159122;PARTIDO POLÍTICO SOLIDARIDAD NACIONAL;REGIDOR DISTRITAL;2015;2018
159126;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2015;2018
159127;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
159128;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2011;2014
159134;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
157991;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;PRIMER VICEPRESIDENTE DE LA REPÚBLICA;2011;2012
157991;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;CONGRESISTA DE LA REPÚBLICA;2011;2016
157992;PARTIDO POLÍTICO PERU POSIBLE;CONGRESISTA DE LA REPÚBLICA;2011;2016
157994;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;ALCALDE DISTRITAL;2015;2018
157994;PARTIDO POLÍTICO RESTAURACION NACIONAL;ALCALDE DISTRITAL;2007;2010
157995;MOVIMIENTO ECOLOGICO ARRIBA LORETO;REGIDOR PROVINCIAL;2003;2006
157996;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2019;HASTA LA ACTUALIDAD
157996;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;REGIDOR DISTRITAL;2015;2018
157999;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;REGIDOR PROVINCIAL;2014;2014
157999;PARTIDO POLÍTICO RESTAURACION NACIONAL;ALCALDE DISTRITAL;2007;2010
158000;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;REGIDOR DISTRITAL;1999;2002
158012;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL EN SAN LUIS ... LOS JOVENES SI PODEMOS;REGIDOR DISTRITAL;2003;2006
158768;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;REGIDOR DISTRITAL;2010;2014
