ID_CANDIDATO;TIPO_BIEN;VALOR
159764;PREDIOS;61868.14
159764;PRECIO;15000
159770;DEPARTAMENTO;68597.31
161762;TERRENO;16530
161771;DEPARTAMENTO;107148.61
161771;COCHERA;18016.54
161771;DEPOSITO;9255.15
161774;TERRENO;150000
158107;TERENO;123091.1
158107;TERRENO;100000
158107;VIVIENDA;350000
158109;TERRENO;250000
158109;TERRENO;120000
158974;VIVIENDA;221073.63
158974;TERRENO;60000
158974;TERRENO;17000
158974;TERRENO;18000
158975;TERRENO;80000
158975;VIVIENDA;400800
158975;VIVIENDA;460000
158976;CASA;328000
158978;TERRENO;120000
159648;CASA;1
161713;CASA;109602.23
161714;DEPARTAMENTO;73033.18000000001
161714;ESTACIONAMIENTO;8164.54
161714;TERRENO;100000
161714;TERRENO;30000
161716;DEPARTAMENTO;280500
161717;CASA;666336.67
161717;PUESTO DE MERCADO N° 288;7297.31
161719;CASA;15000
159711;TERRENO;6000000
159714;CASA;104632.67
159714;TERRENO EN EXPANSION URBANA;1671500
159714;PREDIO RURAL;676.36
159716;CASA;73835.37
159716;CASA;80229.42
159717;CASA;1945
159717;CASA;1820
158404;TERRENO;175760
158404;DEPARTAMENTO;72619.31
158404;CASA;111778.13
158406;CASA;0
158409;INMUEBLE;80000
161133;TERRENO;111056.17
161133;DEPARTAMENTO;180000
161133;ESTACIONAMIENTO;33000
161133;TERRENO;40000
161133;TERRENO;20000
161133;CASA;50000
161133;CASA;40000
161133;DEPARTAMENTO;150000
161133;CASA;65308.94
161133;CASA;165755.27
161133;CASA;170000
161133;CASA;130000
161133;ESTACIONAMIENTO;33000
161135;DEPARTAMENTO;166000
161137;TERRENO;160000
161137;CASA;140000
161137;TERRENO;16000
157902;CASA;38400
157902;CASA;7000
157902;CASA;76942.34
157902;CASA;278100
157902;CASA;34000
157902;CASA;34000
157902;CASA;10887
157902;CASA;12951.9
157902;CASA;7000
157902;CASA;13968.86
157902;CASA;20527.2
157902;CASA;450000
157902;PREDIO;65440.65
157902;PREDIO;90625.39
157902;CASA;300000
157902;PREDIO;166252.42
157902;CASA;42473.98
157902;OFICINA;14363.970000000001
157902;CASA;18951.15
157902;CASA;10305
157902;CASA;22454.96
157902;TERRENO;2500
157902;PREDIO;50000
157902;CASA;37000
157903;PREDIO;81495
157904;CASA;200000
157904;DEPARTAMENTO;363000
157904;TERRENO;56100
157904;TERRENO;56100
157906;DEPARTAMENTO;67905.18000000001
157906;CASA;1
159079;CASA;30000
159080;CASA;30000
159081;CASA;33000
159081;CASA;33000
159081;CASA;33000
160020;CASA;52000
160022;CASA;87444
159159;CASA;0
159161;CASA;43000
159161;TERRENO;0
159162;CASA;183653.78
159162;CASA;386758.8
160511;CASA;21649
160511;TERRENO;10000
160512;CASA;39596.840000000004
160512;PREDIO RURAL;0
160515;PREDIO RURAL;36500
161574;CASA;64202
161563;CASA;181244
161563;CASA;130000
161563;TERRENO;60000
158254;INMUEBLE;154179.53
158255;INMUEBLE;228655.04
158256;INMUEBLE;131422.54
158256;INMUEBLE;47060.65
160102;CASA;36693
158554;CASA;143101
158554;CASA;144705
158554;TERRENO;1682198
158555;INMUEBLE;66483.03
159186;TERRENO;20000
159187;CASA;300000
159187;TERRENO;60000
159189;VIVIENDA;80000
159142;INMUEBLE;67861.21
159142;INMUEBLE;41535.44
159142;INMUEBLE;15675
159142;INMUEBLE;113082.8
159142;INMUEBLE;5803.62
159143;INMUEBLE;417181.18
159143;INMUEBLE;60180
159145;INMUEBLE;394088
158763;INMUEBLE;4250
158763;INMUEBLE;12000
158704;CASA;60000
158706;TERRENO;30000
158706;CASA HABITACIÓN;140000
158707;CASA HABITACIÓN;80000
158707;TERRENO;60000
158708;DEPARTAMENTO;85000
158677;INMUEBLE;85752
158677;INMUEBLE;21760
158677;INMUEBLE;11625
158677;INMUEBLE;16812
158679;PREDIO RURAL;109678.32
158679;PREDIO RURAL;49964.57
158680;VIVIENDA;26268.100000000002
160961;TERRENO;15000
160961;CASA;150000
159391;INMUEBLE RURAL;10000
159391;INMUEBLE RURAL;10000
159391;CASA;80000
160908;CASA;132974.14
160908;PREDIO PUBLICO;250000
160908;LOTE;25779.600000000002
160909;TERRENO;65000
159107;INMUEBLE;100762.11
159107;INMUEBLE;108647.7
159109;TIENDA;40000
159111;CONYUGAL;77360.84
159111;CONYUGAL;76268.38
159111;PERSONAL;71698.24
159111;PERSONAL;71404.61
159111;PERSONAL;23441.600000000002
159111;PERSONAL;32519.56
159112;TERRENO;1168.72
159112;INMUEBLE;203444
159112;INMUEBLE;25011
159113;ESTACIONAMIENTO;4208.05
159113;DEPARTAMENTO;75147.87
159113;AZOTEA;4795.64
159114;DEPARTAMENTO;82159.45
159114;ESTACIONAMIENTO;10820.34
159115;VIVIENDA;5000
159117;PREDIO;308187.7
159117;DEPARTAMENTO;314478.25
159117;INMUEBLE;392120
159117;ESTACIONAMIENTO;40000
159117;DEPOSITO;10000
159117;INMUEBLE;120959.83
159117;DEPARTAMENTO;13575.44
159117;ESTACIONAMIENTO/DEPOSITO;17735.510000000002
159117;DEPARTAMENTO;346449.38
159117;CASA;145315.97
159117;PREDIO;259000
159117;PREDIO;279406.89
159117;DEPARTAMENTO;95787.36
159117;PREDIO;12575.78
159117;PREDIO;58997.3
159117;ESTACIONAMIENTO/DEPOSITO;18145.670000000002
159117;PREDIO;85705.27
159117;PREDIO;17382.34
159117;DEPARTAMENTO;69041.42
159121;CASA;45000
159124;TERRENO;30000
159125;CONYUGAL;169852.99
159125;HERENCIA;40035
159125;HERENCIA;75999
159125;CONYUGAL;9425.800000000001
159125;CONYUGAL;14903.93
159126;INMUEBLE;52730
159126;DEPARTAMENTO;70000
159126;COCHERA;15000
159126;TERRENO;52730
159128;TERRENO;109392
159128;CASA;297318.41000000003
159128;CASA;227362.15
159133;CONYUGAL;263412.7
159133;CONYUGAL;51000
159133;CONYUGAL;22589.23
159133;CONYUGAL;5988.8
159133;CONYUGAL;105849.58
159133;CONYUGAL;60000
159133;CONYUGAL;64600
159140;VIVIENDA;65000
159141;DEPARTAMENTO;136812.29
159141;ESTACIONAMIENTO;17564.12
159141;ESTACIONAMIENTO;19404.16
159141;DEPOSITO;2304.67
157991;INMUEBLE;102078.47
157991;COCHERA;10951.39
157992;INMUEBLE;2870000
157992;ESTACIONAMIENTO;0
157992;ESTACIONAMIENTO;0
157992;DEPOSITO;0
157992;CASA DE PLAYA;2640000
157992;DEPARTAMENTO;1000000
157993;INMUEBLE;525921.39
157993;ESTACIONAMIENTO;21937.3
157993;ESTACIONAMIENTO;20937.3
157993;AREA COMUN;0
157993;INMUEBLE;158496.86000000002
157993;INMUEBLE;25208.81
157995;INMUEBLE;151585.51
157996;CASA;11200
157996;TERRENO;17920
157996;TERRENO;10637.5
157996;TERRENO;164067.84
157997;CASA;1650000
157997;CASA;495000
157997;DPTO;825000
157997;TERRENO;9900
157998;INMUEBLE;734105.6
157998;INMUEBLE;6000
157998;INMUEBLE;64000
157999;CASA;64098.64
158000;TERRENO;180000
158000;TERRENO;75000
158000;TERRENO;100000
158002;DEPARTAMENTO;268000
158002;LOCAL;500000
158005;TERRENO;21883.44
158006;VIVIENDA;39251
158006;INMUEBLE;20000
158010;DEPARTAMENTO;300000
158011;CASA;1650000
158012;DEPARTAMENTO;131458.02
158012;COCHERA;14194.12
158014;DEPARTAMENTO;251345
158015;DEPARTAMENTO;226939.44
158015;COCHERA;29110.56
158015;DEPOSITO;1731.4
158016;DEPARTAMENTO;242618.77000000002
158016;COCHERA;30450
158023;DEPARTAMENTO;71301.12
158023;DEPARTAMENTO;87571.09
158023;DEPARTAMENTO;46352.18
158023;COCHERA;5911.12
158023;DEPARTAMENTO;57507.020000000004
158023;DEPARTAMENTO;120000
158025;DEPARTAMENTO;13220.81
158025;ESTACION;58669.18
161515;DEPARTAMENTO;107845.69
161515;CASA;95000
161515;ESTACIONAMIENTO;1625.9
161515;CASA;210195.81
161516;CASA;212492.26
161516;CASA;61397.76
161516;CASA;304899.10000000003
161517;CASA;277953.81
161519;PREDIO;30000
161525;CASA;173049.85
161526;CASA;45000
161527;DEPARTAMENTO;102313.1
161527;DEPARTAMENTO;96688.7
161527;DEPARTAMENTO;104753.38
161528;CASA;30000
161529;DEPARTAMENTO;214886.78
161529;ESTACIONAMIENTO;23920
161531;TERRENO;20000
161531;TERRENO;35000
161531;CASA;160000
161533;PREDIO;90000
161533;PREDIO;100000
161537;CASA;340000
161539;DEPARTAMENTO;100000
161540;CASA;40000
161541;CASA;251479.37
161542;TERRENO;50000
158765;INMUEBLE;0
158765;INMUEBLE;0
158766;CASA;100000
158767;CASA;510000
158767;CASA;340000
158767;CASA;680000
158768;CASA;31271.62
158768;CASA;115711.05
158768;TERRERNO;15249.6
158769;CASA;340000
158770;CASA;1500000
158772;CASA;156000
158772;SOLAR;35000
158773;TERRENO;3000
158776;CASA;120000
158780;DEPARTAMENTO;190000
158782;INMUEBLE;34000
158782;INMUEBLE;34000
158782;INMUEBLE;170000
158782;INMUEBLE;170000
158782;INMUEBLE;130000
158784;CASA;1670000
158784;DEPARTAMENTO;50000
158786;CASA;43900
158787;TERRENO;400000
158788;TERRENO;20000
158789;CASA;835000
158791;LOCAL COMERCIAL;170000
158793;DEPARTAMENTO;1376000
158793;DEPARTAMENTO;187000
158793;DEPARTAMENTO;513500
158793;COCHERA;45900
158793;LOTE RURAL;34000
158795;TERRENO;534400
158795;TERRENO;200400
158795;DEPARTAMENTO;200400
158795;TERRENO CERCADO;120000
158798;INMUEBLE;200000
158799;DEPARTAMENTO;206000
161665;CASA;140917.16
161666;DEPARTAMENTO;114418.36
161667;SOCIAL;38929.450000000004
161667;SOCIAL;50243
161668;LOCAL;13529.25
161671;DEPARTAMENTO;37504.96
161671;DEPARTAMENTO;39824.76
161671;DEPARTAMENTO;14508.83
161678;VIVIENDA;89248.23
161682;CASA;5000
161687;CASA;100000
161688;DEPARTAMENTO;400000
161688;COCHERA;50000
161690;CASA;344000
161694;INMUEBLE;46147.200000000004
161695;PREDIO;30000
161696;DEPARTAMENTO;30000
161696;DEPARTAMENTO;45000
161698;DEPARTAMENTO;114418.36
161698;DEPARTAMENTO;79264.55
161698;ESTACIONAMIENTO;17809.18
159666;PREDIO;11166407.6
159666;CASA;13720.1
159667;CASA;72799.21
159669;CASA  HABITACION;25421.5
159674;CASA;97466
159675;CASA;10000
159679;CASA;37010.48
159680;CASA;77091
159689;CASA;200
