ID_CANDIDATO;TIPO_BIEN;VALOR
160447;TERRENO;20000
160447;TERRENO;20000
160658;VIVIENDA;175715
160658;VIVIENDA;168423.26
160658;TERRENO;12000
160660;TERRENO RURAL;89000
160660;TERRENO RURAL;19000
160660;TERRENO RURAL;12000
158033;CASA;53761.17
159991;DEPARTAMENTO;77736.37
159991;VIVIENDA;110590.78
159992;VIVIENDA;143074
159992;VIVIENDA;98003.39
159992;COCHERA;3422.83
159992;OFICINA;20301.93
159992;VIVIENDA;60908.36
159304;TERRENO;500
159306;CASA;30000
159306;TERRENO;600
158198;TERRENO;96.10000000000001
158198;TERRENO;0
158198;TERRENO;0
159624;INMUEBLE;140000
159627;TERRENO;5740
159628;TERRENO;0
159628;TERRENO;0
159628;TERRENO;0
160992;CASA;165000
160994;CASA;50000
160994;TERRENO;15000
160994;DEPARTAMENTO;67800
160686;TERRENO;33000
160687;TERRENO;80000
160689;CASA;160
159361;CASA;250000
159363;AGREGADOS;0
159365;CASA;250000
159365;STANS;50000
159644;INMUEBLE;70000
159644;INMUEBLE;30000
159644;INMUEBLE;20000
159645;INMUEBLE;66000
159527;CASA;80000
159529;INMUEBLE;100000
159529;INMUEBLE;75000
159529;INMUEBLE;75000
159530;LOTE;10000
159531;CASA;86000
161306;VIVIENDA;55000
161306;VIVIENDA;55000
161306;VIVIENDA;53000
161306;VIVIENDA;50000
161306;VIVIENDA;100000
161306;ESTACIONAMIENTO;20000
161306;TERRENO URBANO;50000
161306;TERRENO;25000
161307;TERRENO RUSTICO;74336
161307;VIVIENDA;223055
161311;VIVIENDA;280000
161311;VIVIENDA;50000
157886;DEPARTAMENTO DUPLEX;423000
157886;LAVANDERIA;45000
157889;LOTE;65000
157890;DEPARTAMENTO;181500
157891;INMUEBLE;495000
157891;INMUEBLE;20000
160940;DEPARTAMENTO;24000
160940;TERRENO;60000
160940;TERRENO;50000
160942;CASA;230000
160944;DEPARTAMENTO;90000
158038;INMUEBLE;129906.5
158039;CASA-HABITACIÓN;24000
158041;TERRENO;87470
158041;INMUEBLE;178000
158041;TERRERNO;48000
158558;PREDIO;292500
158559;DEPARTAMENTO;79212.87
158559;CASA EN COOPROPIEDAD;188840.78
158560;CASA;16756.8
158560;CASA;7962.5
158560;CASA;7962.5
158560;CASA;7962.5
158560;CASA;7962.5
158560;TERRENO AGRÍCOLA;200000
158562;CASA;50000
158562;CASA;50000
158562;DEPARTAMENTO;150000
158563;CASA;9366562
158563;CASA;7295.05
158563;PARCELA;44420.19
159175;CASA;64946
159176;TERRENO;45000
159178;CASA;7000
160504;CASA;446124.16000000003
160505;CASA;79758.76
160508;INMUEBLE;35000
160508;PREDIO RURAL;2000
160508;INMUEBLE;10000
161659;VIVIENDA;15000
161660;INMUEBLE;1199.3500000000001
161663;VIVIENDA;150000
161663;VIVIENDA;60000
161663;VIVIENDA;50000
161720;INMUEBLE;381573.02
161720;INMUEBLE;43000
161720;INMUEBLE;45341
161720;INMUEBLE;119689
161723;DEPARTAMENTO;36000
161723;ESTACIONAMIENTO;3000
161724;INMUEBLE;53627
161724;INMUEBLE;11936.960000000001
161725;INMUEBLE;120000
161726;INMUEBLE;121000
158315;TERRENO;1800000
158315;CASA;300000
158317;CASA;40626.46
158317;CASA;12456.81
158318;DEPARTAMENTO;221160
158318;CASA;30608
158320;CASA;250376.34
158321;CASA;50000
161453;CASA;117493.41
161453;TERRENO;6000
161453;CASA;117493.41
161453;TERRENO;6000
161454;CASA;36098.8
161454;CASA;36098.8
161456;PROPIO;150000
161456;PROPIO;150000
161457;DEPARTAMENTO;111404.75
161457;ESTACIONAMIENTO;9474.78
161457;DEPARTAMENTO;111404.75
161457;ESTACIONAMIENTO;9474.78
161458;CASA;79000
161458;DEPARTAMENTO;350000
161458;ESTACIONAMIENTO;50000
161458;CASA;79000
161458;DEPARTAMENTO;350000
161458;ESTACIONAMIENTO;50000
161459;CASA;99600
161459;TERRENO;69720
159635;PREDIO;0
159637;TERRENO;1800000
159637;TERRENO;8000000
