ID_CANDIDATO;ORGANIZACION_POLITICA;ANIO;FECHA_RENUNCIA
158692;PARTIDO POLÍTICO ACCION POPULAR;2014;/Date(-62135578800000)/
160764;PARTIDO POLÍTICO ACCION POPULAR;2019;/Date(-62135578800000)/
161558;PARTIDO POLÍTICO FUERZA POPULAR;2019;/Date(-62135578800000)/
158123;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;2017;/Date(-62135578800000)/
160161;PARTIDO POLÍTICO FUERZA POPULAR;2017;/Date(-62135578800000)/
160161;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;2012;/Date(-62135578800000)/
160163;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;2013;/Date(-62135578800000)/
160236;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2010;/Date(-62135578800000)/
160238;PARTIDO APRISTA PERUANO;2014;/Date(-62135578800000)/
159605;PARTIDO POLÍTICO VAMOS PERU;2019;/Date(-62135578800000)/
159813;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2017;/Date(-62135578800000)/
160303;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2015;/Date(-62135578800000)/
160305;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2004;/Date(-62135578800000)/
161373;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2010;/Date(-62135578800000)/
160082;MOVIMIENTO REGIONAL O DEPARTAMENTAL ARRIBA TACNA;2009;/Date(-62135578800000)/
159375;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;2017;/Date(-62135578800000)/
159435;SOMOS PERU;2006;/Date(-62135578800000)/
158128;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;2018;/Date(-62135578800000)/
159879;PARTIDO POLÍTICO VAMOS PERU;2019;/Date(-62135578800000)/
159877;PARTIDO POLÍTICO VAMOS PERU;2019;/Date(-62135578800000)/
159877;PARTIDO POLÍTICO VAMOS PERU;2017;/Date(-62135578800000)/
160926;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2017;/Date(-62135578800000)/
161806;PARTIDO POLÍTICO FUERZA NACIONAL;2010;/Date(-62135578800000)/
161807;PARTIDO POLÍTICO ACCION POPULAR;2014;/Date(-62135578800000)/
159443;PARTIDO POLÍTICO NACIONALISTA;2016;/Date(-62135578800000)/
159450;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;2018;/Date(-62135578800000)/
158847;PARTIDO POLÍTICO UNION POR EL PERU;2009;/Date(-62135578800000)/
158847;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;2017;/Date(-62135578800000)/
158849;PARTIDO POLÍTICO ACCION POPULAR;2019;/Date(-62135578800000)/
157866;MOVIMIENTO REGIONAL O DEPARTAMENTAL ADUANEC;2012;/Date(-62135578800000)/
157866;MOVIMIENTO REGIONAL O DEPARTAMENTAL UDC CALLAO;2015;/Date(-62135578800000)/
157867;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2009;/Date(-62135578800000)/
157868;MOVIMIENTO REGIONAL O DEPARTAMENTAL MI CALLAO;2013;/Date(-62135578800000)/
157869;PARTIDO POLÍTICO ACCION POPULAR;2006;/Date(-62135578800000)/
157869;PARTIDO POLÍTICO PERU PATRIA SEGURA;2012;/Date(-62135578800000)/
161506;MOVIMIENTO REGIONAL O DEPARTAMENTAL POR TI CALLAO;2019;/Date(-62135578800000)/
161507;PARTIDO POLÍTICO PARTIDO JUSTICIA NACIONAL;2006;/Date(-62135578800000)/
161507;MOVIMIENTO REGIONAL O DEPARTAMENTAL UDC CALLAO;2019;/Date(-62135578800000)/
158856;PARTIDO POLÍTICO ACCION POPULAR;2010;/Date(-62135578800000)/
158857;MOVIMIENTO REGIONAL O DEPARTAMENTAL CONTIGO CALLAO;2019;/Date(-62135578800000)/
158463;ALIANZA ELECTORAL ALIANZA PERU POSIBLE;2010;/Date(-62135578800000)/
158206;ALIANZA ELECTORAL MAR CALLAO;2014;/Date(-62135578800000)/
158935;MOVIMIENTO REGIONAL O DEPARTAMENTAL POR TI CALLAO;2019;/Date(-62135578800000)/
158935;MOVIMIENTO REGIONAL O DEPARTAMENTAL NUEVO CALLAO;2011;/Date(-62135578800000)/
159792;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;2019;/Date(-62135578800000)/
158920;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;2019;/Date(-62135578800000)/
158922;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;2019;/Date(-62135578800000)/
161030;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;2019;/Date(-62135578800000)/
161031;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;2019;/Date(-62135578800000)/
158912;MOVIMIENTO REGIONAL "POR TI CALLAO";2019;/Date(-62135578800000)/
161597;PPC;2016;/Date(-62135578800000)/
157958;MOVIMIENTO REGIONAL O DEPARTAMENTAL POR TI CALLAO;2015;/Date(-62135578800000)/
157960;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;2014;/Date(-62135578800000)/
157960;PARTIDO POLÍTICO ACCION POPULAR;2011;/Date(-62135578800000)/
158528;PARTIDO POLÍTICO PERU POSIBLE;2017;/Date(-62135578800000)/
158529;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;2019;/Date(-62135578800000)/
158132;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO;2014;/Date(-62135578800000)/
158133;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO;2011;/Date(-62135578800000)/
158133;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;2010;/Date(-62135578800000)/
158134;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO;2011;/Date(-62135578800000)/
158836;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;2019;/Date(-62135578800000)/
161267;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO;2017;/Date(-62135578800000)/
161267;PARTIDO POLÍTICO PARTIDO POLÍTICO CONTIGO;2013;/Date(-62135578800000)/
158818;PARTIDO POLÍTICO UNION POR EL PERU;2017;/Date(-62135578800000)/
160594;PARTIDO POLÍTICO TODOS POR EL PERU;2014;/Date(-62135578800000)/
160581;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;2017;/Date(-62135578800000)/
158540;MOVIMIENTO REGIONAL O DEPARTAMENTAL UCAYALI REGION CON FUTURO;2019;/Date(-62135578800000)/
158939;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;2013;/Date(-62135578800000)/
