ID_CANDIDATO;CENTRO_ESTUDIOS;ESPECIALIDAD;CONCLUIDO;EGRESADO
161750;UNIVERSIDAD NACIONAL DE EDUCACIÓN ENRIQUE GUZMÁN Y VALLE;MAESTRÍA EN EDUCACIÓN INTERCULTURAL BILINGÜE;SI;SI
157911;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;GOBIERNO Y POLÍTICAS PÚBLICAS;;NO
157912;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;PSICOPEDAGOGÍA COGNITIVA;SI;SI
157914;UNIVERSIDAD ALAS PERUANAS;DOCTOR EN EDUCACIÓN;SI;SI
158700;UNIVERSIDAD NACIONAL HERMILIO VALDIZAN;GERENCIA PUBLICA;;NO
160228;UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA;MAESTRÍA EN GESTIÓN EDUCATIVA;SI;SI
161628;UNIVERSIDAD CIENTIICA DEL PERU;MAESTRIA EN DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS;SI;SI
159231;UNIVERSIDAD DEL PACIFICO;DESARROLLO ORGANIZACIONAL Y DIRECCION DE PERSONAS;;NO
159233;UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA;DOCTOR EN DERECHO;SI;SI
159417;UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA;MAESTRIA EN CIENCIA E INGENIERIA CON MENCION EN SEGURIDAD INDUSTRIAL;SI;SI
159418;UNIVERSIDAD DEL PACIFICO;MAESTRÍA EN REGULACIÓN DE SERVICIOS PUBLICO Y GESTIÓN EN INFRAESTRUCTURA;;NO
161184;UNIVERSIDAD CESAR VALLEJO;MAESTRÍA EN PSICOLOGÍA ADMINISTRATIVA;SI;SI
159431;UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA;MEDICINA FAMILIAR Y COMUNITARIA;SI;SI
160232;UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA;GESTIÓN EMPRESARIAL;SI;SI
158851;UNIVERSIDAD PERUANA UNIÓN;ENFERMERÍA, EMERGENCIAS Y DESASTRE;SI;SI
158852;UNIVERSIDAD CIENTÍFICA DEL PERU;DERECHO ADMINISTRATIVO Y ADMINISTRACION;SI;SI
160988;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;GESTIÓN DE ALTA DIRECCIÓN;SI;SI
160989;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;ENFERMEDADES INFECCIOSAS Y MEDICINA TROPICAL;SI;
160991;UNIVERSIDAD NACIONAL DE LA AMAZONIA PERUANA;GESTION PUBLICA;;NO
158989;ENRIQUE GUZMAN Y VALLE LA CANTUTA;GESTION EDUCACIONAL;SI;SI
158990;CESAR VALLEJO;MAESTRO EN DERECHO PENAL Y PROCESAL PENAL;SI;SI
157915;UNIVERSIDAD PRIVADA CÉSAR VALLEJO;MAGÍSTER EN GESTIÓN PÚBLICA;SI;SI
158625;UNIVERSIDAD JOSE CARLOS MARIATEGU;INGENIERIA AMBIENTAL CON MENCION EN GESTION Y EVALUACION AMBIENTAL;SI;SI
160560;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN GESTION DE SERVICIOS DE SALUD;;NO
161555;CENTRO DE ALTOS ESTUDIOS NACIONALES - CAEN;MAESTRÍA EN DESARROLLO Y DEFENSA NACIONAL;SI;SI
158414;UNIVERSIDAD NACIONAL SAN AGUSTÍN DE AREQUIPA;MAESTRÍA EN ECONOMÍA CON MENCIÓN EN FORMULACIÓN Y EVALUACIÓN DE PROYECTOS;SI;SI
159319;UNIVERSIDAD SAN AGUSTIN DE AREQUIPA;FORMULACION Y EVALUACION DE PROYECTOS DE INVERSION;SI;SI
161089;UNIVERSIDAD NACIONAL DEL ALTIPLANO;CONTABILIDAD Y ADMINISTRACIÓN CON MENCIÓN EN AUDITORIA Y TRIBUTACIÓN;SI;SI
161089;UNIVERSIDAD NACIONAL DEL ALTIPLANO;CONTABILIDAD Y ADMINISTRACIÓN CON MENCIÓN EN AUDITORIA Y TRIBUTACIÓN;SI;SI
160636;UNIVERSIDAD SAN ANTONIO ABAD DEL CUSCO;GESTIÓN AMBIENTAL;;NO
161365;UNIVERSIDAD NACIONAL SAN ANTONIO ABAB DEL CUSCO;GESTION PUBLICA Y DESARROLLO EMPRESARIAL;;NO
158620;UNIVERSIDAD NACIONAL DE SAN ANTONIO DE ABAD DEL CUSCO;MAESTRIA EN ECONOMIA;SI;SI
158805;UNIVERSIDAD CESAR VALLEJO;MAGISTER EN ADMINISTRACION DE LA EDUCACION;SI;SI
161351;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;DOCTORADO EN MEDIO AMBIENTE Y DESARROLLO SOSTENIBLE;SI;SI
159027;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;DERECHO CONSTITUCIONAL;;NO
159028;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;EDUCACIÓN CON MENCIÓN EN CURRÍCULO;SI;SI
160564;UNIVERSIDAD PRIVADA  DE TACNA;DERECHO CIVIL  Y COMERCIAL;SI;SI
160564;UNIVERSIDAD PRIVADA  DE TACNA;DERECHO CIVIL  Y COMERCIAL;SI;SI
159489;UNIVERSIDAD NACIONAL DEL ALTIPLANO;CIENCIAS DEL DEPORTE;SI;SI
159806;UNIVERSIDAD JOSE CARLOS MARIATEGUI;MAESTRIA EN CIENCIAS;SI;SI
160772;UNIVERSIDAD PRIVADA JOSE CARLOS MARIATEGUI;MAESTRÍA EN DERECHO CONSTITUCIONAL;SI;
159323;ALAS PERUANAS;MAESTRO EN SALUD PUBLICA CON MENCIÓN EN GERENCIA DE LOS SERVICIOS DE SALUD;SI;SI
160675;UNIVERSIDAD JOSÉ CARLOS MARIATEGUI;MAESTRÍA CON MENCIÓN EN DERECHO CONSTITUCIONAL;SI;SI
161567;UNIVERSIDAD PRIVADA DE TACNA;MAESTRIA EN DOCENCIA UNIVERSITARIA;SI;SI
161568;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN EDUCACION CON MENCION EN DOCENCIA Y GESTION EDUCATIVA;SI;SI
160208;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN;EDUCACIÓN SUPERIOR;SI;SI
161189;UNIVERSIDAD INCA GARCILAZO DE LA VEGA;DERECHO CIVIL Y COMERCIAL;SI;SI
161191;UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRION;DERECHO PENAL Y PROCESAL PENAL;;NO
157949;UNIVERSIDAD NACIONAL "DANIEL ALCIDES CARRIÓN";MAESTRÍA EN SALUD PÚBLICA Y COMUNITARIA;SI;SI
157950;CENTRUM - PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;MBA - ADMINISTRACION ESTRATÉGICA DE EMPRESAS;SI;SI
158306;UNIVERSIDAD CESAR VALLEJO;ADMINISTRACIÓN EN LA EDUCACIÓN;SI;SI
160566;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;DERECHO CIVIL Y COMERCIAL;SI;SI
160567;UNIVERSIDAD DANIEL ALCIDES CARRION;GESTION PUBLICA;SI;SI
161768;UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN;GESTIÓN PÚBLICA Y DESARROLLO LOCAL;SI;SI
161770;UNIVERSIDAD NACIONAL DANIEL ALCIDES CARRIÓN;RELACIONES COMUNITARIAS Y RESOLUCIÓN DE CONFLICTOS SOCIALES;SI;SI
161469;UNIVERSIDAD NACIONAL DEL CALLAO;ENFERMERÍA EN EPIDEMIOLOGIA;SI;SI
161471;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;MAESTRIA EN EDUCACIÓN BELINGUE INTERCULTURAL;SI;SI
159724;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;DOCTORADO EN DERECHO;SI;SI
159725;UNIVERSIDAD SAN MARTIN DE PORRES;CIENCIAS PENALES;SI;SI
159534;DANIEL ALCIDES CARRION;GESTION PUBLICA Y DESARROLLO LOCAL;SI;SI
158224;UNIVERSIDAD DE SAN MARTIN DE PORRES;MAESTRIA EN DERECHO EN CIENCIAS PENALES;;NO
160697;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ (PUCP);GERENCIA SOCIAL;SI;SI
160699;INSTITUTO PEDAGOGICO LATINOAMERICANO Y CARIBEÑO (IPLAC) - REPUBLICA DE CUBA;MASTER EN EDUCACIÓN, CON MENCIÓN EDUCACIÓN DE LA CREATIVIDAD;SI;SI
157927;UNIVERSIDAD CÉSAR VALLEJO;MAESTRÍA EN PSICOLOGÍA EDUCATIVA;SI;SI
158238;UNIVERSIDAD  SAN MARTIN DE PORRES;GERENCIA EN SERVICIOS DE SALUD;;NO
158239;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;DIPLOMADO EN PROYECTOS DE INVERSION;SI;SI
159794;UNIVERSIDAD PERUANA CAYETANO HEREDIA;MAESTRÍA EN SALUD PUBLICA Y SALUD GLOBAL;SI;SI
159795;UNIVERSIDAD NACIONAL DE PIURA;MAESTRÍA DE INGENIERA AMBIENTAL Y SEGURIDAD INDUSTRIAL;SI;SI
160400;UNIVERSIDAD PRIVADA SAN PEDRO CHIMBOTE;DOCENCIA UNIVERSITARIA E INVESTIGACIÓN PEDAGÓGICA;SI;SI
161822;UNIVERSIDAD NACIONAL DE PIURA;PLANIFICACION REGIONAL;SI;SI
161826;UNIVERSIDAD SAN PEDRO;MAESTRÍA EN EDUCACIÓN CON MENCIÓN EN PSICOLOGÍA EDUCATIVA.;SI;SI
158144;UNIVERSIDAD NACIONAL DE PIURA;MAESTRIA EN PROYECTOS DE INVERSION;;NO
158145;UNIVERSIDAD NACIONAL DE PIURA;MAESTRIA EN ADMINISTRACION;;NO
160933;UNIVERSIDAD NACIONAL DE PIURA;MAESTRÍA EN GERENCIA SOCIAL;;NO
160934;UNIVERSIDAD PRIVADA CESAR VALLEJO;GESTIÓN DE LOS SERVICIOS DE SALUD;;NO
160936;PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ;GERENCIA SOCIAL;;NO
160937;UNIVERSIDAD SANTO TORIBIO DE MOGROVEJO;ESPECIALIDAD EN ENFERMERÍA DE EMERGENCIA Y DESASTRES;SI;SI
160968;UNIVERSIDAD NACIONAL DE PIURA;ADMINISTRACIÓN CON MENCIÓN EN DIRECCIÓN DE EMPRESAS;SI;SI
159325;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;INVESTIGACIÓN Y DOCENCIA UNIVERSITARIA;SI;SI
159326;UNIVERSIDAD DE PIURA;EDUCACIÓN DE HISTORIA;SI;SI
159327;INSTITUTO UNIVERSITARIO DE INVESTIGACION ORTEGA Y GASSET;MAGISTER EN POLÍTICA APLICADA INSTITUCIONES Y PROCESOS POLÍTICOS;SI;SI
159329;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;DERECHO CON MENCIÓN EN ADUANAS;SI;SI
158087;TEXAS SOUTHERN UNIVERSITY;MASTER IN BUSINESS ADMINISTRATION;SI;SI
158087;TEXAS SOUTHERN UNIVERSITY;MASTER IN BUSINESS ADMINISTRATION;SI;SI
158088;EUCIM BUSINESS SCHOOL - UNIVERSIDAD SAN MARTÍN DE PORRES;MAESTRÍA EN GESTIÓN PÚBLICA;SI;SI
158089;UNIVERSIDAD SAN PEDRO DE CHIMBOTE;DOCENCIA UNIVERSITARIA;SI;SI
158090;UNIVERSIDAD NACIONAL DE PIURA;ATENCIÓN PRIMARIA DE SALUD;SI;SI
159282;UNIVERSIDAD NACIONAL DE PIURA;MAESTRÍA EN ECONOMÍA DE EMPRESAS;SI;SI
159283;MAESTRÍA EN GESTIÓN PÚBLICA;GESTIÓN PÚBLICA;;NO
159285;UNIVERSIDAD PRIVADA SAN PEDRO;MAESTRÍA EN DOCENCIA UNIVERSITARIA E INVESTIGACIÓN;SI;SI
159286;MAESTRÍA TRIBUTACIÓN;TRIBUTACIÓN;;NO
158960;UNIVERSIDAD PRIVADA DE CIENCIAS APLICADAS;DERECHO MINERO, AMBIENTAL Y RELACIONES COMUNITARIAS;SI;SI
161003;UNIVERSIDAD NACIONAL DE PIURA;DERECHO Y CIENCIAS POLITICAS;SI;SI
160350;UNIVERSIDAD NACIONAL DEL ALTIPLANO;MAGISTER CIENCIA EN ORDENAMIENTO TERRITORIAL Y MEDIO AMBIENTE;SI;SI
160351;UNIVERSIDAD JOSE CARLOS MARIATEGUI;INGENIERIA AMBIENTAL;SI;SI
157931;CENTRO DE ALTOS ESTUDIOS NACIONALES;DD.HH. DERECHO INTERNACIONAL HUMANITARIO;;NO
157932;UNIVERSIDAD NACIONAL DEL ALTIPLANO;LINGUISTICA ANDINA Y EDUCACIÓN;SI;SI
157957;UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELÁSQUEZ;DOCTORADO EN EDUCACIÓN;SI;SI
157935;UNIVERSIDAD NACIONAL DEL ALTIPLANO-PUNO;DERECHO ADMINISTRATIVO Y GERENCIA PÚBLICA;;NO
161078;UNIVERSIDAD NACIONAL DEL ALTIPLANO PUNO;LINGÜÍSTICA ANDINA Y EDUCACIÓN;SI;SI
161081;UNIVERSIDAD CATÓLICA SANTA MARÍA;SALUD OCUPACIONAL Y MEDIO AMBIENTE;SI;SI
160655;UNIVERSIDAD ESAN;GESTIÓN DE HIDROCARBUROS;SI;SI
161070;UNIVERSIDAD NACIONAL DEL ALTIPLANO;MAESTRIA EN ECONOMIA;;NO
161071;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;MAESTRIA EN TURISMO Y HOTELERIA;SI;SI
161072;UNIVERSIDAD NACIONAL DEL ALTIPLANO;ADMINISTRACION EDUCATIVA;SI;SI
159194;ESCUELA DE POSTGRADO DE LA UNIVERSIDAD NACIONAL SAN AGUSTIN DE AREQUIPA;MAESTRIA EN CIENCIAS DE DERECHO, CON MENCION DERECHO CONSTITUCIONAL Y TUTELA JURISDICCIONAL;SI;SI
160576;UNIVERSIDAD NACIONAL "SAN AGUSTÍN" DE AREQUIPA;EDUCACIÓN SUPERIOR NO UNIVERSITARIA;;NO
160577;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ DE JULIACA;EDUCACION CON MENCION EN INVESTIGACION Y DOCENCIA EN EDUCACION SUPERIOR;SI;SI
161989;UNIVERSIDAD NACIONAL DEL ALTIPLANO;LINGÜÍSTICA ANDINA Y EDUCACIÓN;SI;SI
161990;UNIVERSIDAD NACIONAL DEL ALTIPLANO - PUNO;DIDACTIVA EN EDUCACION SUPERIOR;;NO
161993;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;SALUD PUBLICA;;NO
161882;UNIVERSIDAD NACIONAL DEL ALTIPLANO;PROYECTOS DE INVERSION;;NO
161883;UNIVERSIDAD NACIONAL DEL ALTIPLANO;ECOLOGIA Y GESTION AMBIENTAL;;NO
161884;UNIVERSIDAD ANDINA NESTOR CACERERS VELASQUEZ;INVESTIGACION Y DOCENCIA EN EDUCACION SUPERIOR;SI;SI
161885;UNIVERSIDAD NACIONAL DEL ALTIPLANO PUNO;ECOLOGIA Y GESTION AMBIENTAL;;NO
160332;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;DOCTOR EN DERECHO;SI;SI
160333;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;DOCTORA EN DERECHO;SI;SI
160334;UNIVERSIDAD NACIONAL DEL ALTIPLANO - UNA;ECONOMIA;SI;SI
160336;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;DERECHO CIVIL Y EMPRESARIAL;SI;SI
160318;UNIVERSIDAD NACIONAL DE SAN AGUSTIN;GERENCIA DE LA CONSTRUCCION;SI;SI
160319;UNIVERSIDAD CATOLICA SANTA MARIA;GERENCIA EN SALUD;SI;
160642;UNIVERSIDAD NACIONAL DEL ALTIPLANO - ESCUELA DE POST GRADO;DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS;SI;
160643;UNIVERSIDAD ALAS PERUANAS;MAESTRÍA EN DERECHO EMPRESARIAL;SI;SI
160644;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;SALUD PUBLICA;SI;SI
160646;UNIVERSIDAD NACIONAL DE SAN AGUSTÍN - AREQUIPA;CIENCIAS CON MENCIÓN EN COMUNICACIÓN;SI;SI
160289;UNIVERSIDAD NACIONAL DE SAN AGUSTIN AREQUIPA;AUTOMATIZACION ELECTRICIDAD INDUSTRIAL;SI;SI
158838;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;GESTION Y CONTROL DE GOBIERNOS REGIONALES Y LOCALES;SI;SI
158969;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;MAESTRÍA EN GERENCIA DE GOBIERNOS LOCALES Y REGIONALES;SI;SI
158971;UNIVERSIDAD NACIONAL DEL ALTIPLANO PUNO;MAESTRIA EN CONTABILIDAD Y ADMINISTRACION MENSION GESTION PUBLICA;SI;SI
158973;UNIVERSIDAD ALAS PERUANAS;MENCIÓN NOTARIAL REGISTRAL;SI;SI
160212;ESCUELA DE POST GRADO UNA PUNO;GEOTECNIA Y GEOMECANICA MINERA;;NO
160158;UNIVERSIDAD ANDINA NÉSTOR CÁCERES VELÁSQUEZ;MAESTRÍA EN EDUCACIÓN;SI;SI
158887;UNA PUNO;DESARROLLO RURAL;SI;SI
161150;EOBS-UNIVERSIDAD REY JUAN CARLOS;MBA EN ALTA DIRECCION;SI;SI
160584;UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO;DERECHO CON MENCIÓN EN CIENCIAS POLÍTICAS;SI;SI
160585;UNIVERSIDAD CESAR VALLEJO;GESTION PUBLICA;SI;SI
158203;UNIVERSIDAD CESAR VALLEJO;MAESTRÍA EN GESTIÓN PÚBLICA;SI;SI
158204;UNIVERSIDAD NACIONAL DE TRUJILLO;DERECHO PENAL Y CIENCIAS CRIMINOLÓGICAS;SI;SI
161797;UNIVERSIDAD CIENTIFICA DEL PERU;ADMINISTRACION;;NO
159463;UNIVERSIDAD PRIVADA ANTENOR ORREGO;CIRUGÍA PLÁSTICA Y REPARADORA;SI;SI
159464;UNIVERSIDAD CESAR VALLEJO;GESTIÓN PUBLICA;;NO
159340;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN DERECHO PENAL;SI;SI
158943;UNIVERSIDAD ALAS PERUANAS;DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS;SI;SI
158122;UNIVERSIDAD CESAR VALLEJO;GESTIÓN PUBLICA;;NO
160164;UNIVERSIDAD NACIONAL DE EDUCACION ENRIQUE GUZMAN Y VALLE;ADMINISTRACION EN GESTION PUBLICA;SI;SI
161370;UNIVERSIDAD PRIVADA DE TACNA;MAESTRIA EN DERECHO CON MENCION EN DERECHO CIVIL Y COMERCIAL;SI;SI
161371;UNIVERSIDAD PRIVADA DE TACNA - ESCUELA DE POST GRADO;MAESTRIA EN CONTABILIDAD, TRIBUTACIÓN Y AUDITORIA;SI;SI
161372;UNIVERSIDAD PRIVADA DE TACNA;GESTIÓN Y POLÍTICAS PÚBLICAS;;NO
160236;UNIVERSIDAD PRIVADA DE TACNA;CIENCIAS PENALES;;NO
160238;UNIVERSIDAD PRICADA DE TACNA;GESTION Y POLITICAS PUBLICAS;;NO
159604;UNIVERSIDAD CATOLICA SANTA MARIA - AREQUIPA;DERECHO CONSTITUCIONAL;SI;SI
159605;UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN;MAESTRIA EN GERENCIA PUBLICA;SI;SI
159811;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS, UNIDAD DE POSTGRADO DE LA FACULTAD DE DERECHO Y CIENCIA POLÍTICA;MAESTRÍA CON MENCIÓN EN DERECHO CONSTITUCIONAL Y DERECHOS HUMANOS;SI;
159812;UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN;MAESTRÍA EN GESTIÓN AMBIENTAL Y DESARROLLO SOSTENIBLE;SI;
159813;UNIVERSIDAD CESAR VALLEJO;GESTIÓN PÚBLICA;SI;SI
158621;UNIVERSIDAD PRIVADA DE TACNA;MAESTRÍA EN GESTIÓN Y POLÍTICAS PÚBLICAS;SI;SI
158623;UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN;CONTABILIDAD:AUDITORIA;SI;SI
161373;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN GESTION PUBLICA;SI;SI
161374;UNIVERSIDAD PRIVADA DE TACNA;MAESTRIA EN GESTION Y POLITICAS PUBLICAS;;NO
161375;UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN;GESTION EMPRESARIAL;SI;SI
160082;UNIVERSIDAD FEDERICO VILLAREAL;GESTION DE POLITICAS PUBLICAS;SI;SI
160083;UNIVERSIDAD NACIONAL SAN AGUSTÍN DE AREQUIPA;PLANIFICACIÓN EN ORDENAMIENTO TERRITORIAL Y DESARROLLO URBANO;SI;SI
159374;UNIVERSIDAD JOSE CARLOS MARIATEGUI;DERECHO CON MENCION EN DERECHO CONSTITUCIONAL;SI;
159375;UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN;GESTIÓN AMBIENTAL Y DESARROLLO SOSTENIBLE;;NO
159436;UNIVERSIDAD NACIONAL JORGE BASADRE GROHOMANN;DERECHO CIVIL Y COMERCIAL;SI;SI
159437;UNIVERSIDAD PRIVADA DE TACNA;DERECHO CONSTITUCIONAL;SI;
158127;UNIVERSIDAD PRIVADA DE TACNA;MAESTRÍA EN DERECHO CONSTITUCIONAL;SI;SI
161747;UNIVERSIDAD PRIVADA DE TACNA;CONTABILIDAD TRIBUTACION Y AUDITORIA;SI;SI
159879;JORGE BASADRE GROHMAN;GESTION AMBIENTAL Y DESARROLLO SOSTENIBLE;SI;
159880;UNIVERSIDAD PRIVADA DE TACNA;EDUCACION;SI;SI
159476;UNIVERSIDAD ANDINA NESTOR CACERES VELASQUEZ;DERECHO PROCESAL PENAL;SI;SI
159876;UNIVERSIDAD NACIONAL JORGE BASADRE G TACNA;MAESTRIA DERECHO CIVIL Y COMERCIAL;SI;SI
159877;UNIVERSIDAD PRIVADA DE TACNA - TITULADO EN LA UNIVERSIDAD CATÓLICA LOS ÁNGELES DE CHIMBOTE;MAGISTER EN DERECHO  CON MENCION EN DERECHO CIVIL Y PROCESAL CIVIL;SI;SI
157943;UNIVERSIDAD NACIONAL DE PIURA;DOCTOR EN CIENCIAS AMBIENTALES;SI;SI
157944;UNIVERSIDAD PRIVADA CESAR VALLEJO;MAESTRO - MAGISTER EN EDUCACIÓN;SI;SI
159867;UNIVERSIDAD NACIONAL DE PIURA;MAESTRÍA EN INGENIERÍA AMBIENTAL;SI;SI
160927;UNIDAD PRIVADA ANTENOR ORREGO;MAESTRIA EN DERECHO CIVIL EMPRESARIAL;;NO
161807;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;GESTION DE POLITICAS PUBLICAS;SI;SI
160593;UNIVERSIDAD PARTICULAR TELESUP;GESTION PUBLICA;;NO
159442;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;NEUROLOGÍA;SI;SI
158711;UNIVERSIDAD NACIONAL DE TUMBES;DERECHO CONSTITUCIONAL Y ADMINISTRATIVO;SI;
160112;UNIVERSIDAD NACIONAL DE TUMBES;MAESTRÍA EN ADMINISTRACIÓN Y GESTIÓN EMPRESARIAL;SI;SI
159450;UNIVERSIDAD NACIONAL DE PIURA;MAESTRIA EN INGENIERIA AMBIENTAL Y SEGURIDAD INDUSTRIAL;SI;SI
159158;UNIVERSIDAD CÉSAR VALLEJO;DOCENCIA Y GESTIÓN EDUCATIVA;SI;SI
158848;EUCIM BUSINESS SCHOOL - USMP;GESTION PUBLICA;SI;
161613;PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE;INGENERIA HIDRÁULICA;SI;SI
157867;JOSE FAUSTINO SANCHEZ CARRIÓN (HUACHO);ESPECIALISTA EN BIENESTAR DE PERSONA Y FAMILIA;SI;SI
157868;UNIVERSIDAD DE SAN MARTÍN DE PORRES;MAESTRÍA EN DERECHO CONSTITUCIONAL;SI;SI
161507;UNIVERSIDAD NACIONAL DEL CALLAO;ADMINISTRACION ESTRATEGICA DE EMPRESAS;SI;SI
158856;UNIVERSIDAD MAYOR DE SAN MARCO;INGENERIA INDUSTRIAL;;NO
160476;UNIVERSIDAD ESAN;MAESTRIA EN GESTION PUBLICA;;NO
160476;UNIVERSIDAD ESAN;MAESTRIA EN GESTION PUBLICA;;NO
161705;UNIVERSITÁ DEGLI STUDI DI ROMA, LA SAPIENZA;MASTER EN ORGANIZACIÓN Y FUNCIONAMIENTO DE LA ADMINISTRACIÓN PÚBLICA;SI;SI
158935;UNIVERSIDAD SAN MARTIN DE PORRES;MAESTRIA EN DERECHO PENAL;SI;
159791;UNIVERSIDAD RICARDO PALMA;MAESTRÍA EN INGENIERÍA INDUSTRIAL CON MENCIÓN EN PLANEAMIENTO Y GESTIÓN EMPRESARIAL;SI;SI
161030;UNIVERSIDAD PERUANA CAYETANO HEREDIA;CIRUJIA GENERAL LAPARASCOPICA;SI;SI
159211;UNIVERSIDAD NACIONAL FEDERICO VILLARREAL;CIENCIAS POLITICAS;SI;SI
159212;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;MAESTRIA EN DERECHO CON MENCION EN DERECHO CIVIL Y COMERCIAL;;NO
159213;UNIVERSIDAD DEL PACIFICO;MAESTRIA EN REGULACION DE SERVICIOS PUBLICOS Y GESTION DE INFRAESTRUCTURAS;SI;SI
158914;UNIVERSIDAD RICARDO PALMA;MAESTRIA EN INGENIERIA INFORMATICA;SI;SI
157958;UNIVERSIDAD SAN MARTIN DE PORRES - INSTITUTO DE GOBIERNO Y GESTION PUBLICA;MAESTRIA EN GESTION PUBLICA;;NO
157959;UNIVERSIDAD SAN IGNACIO DE LOYOLA;EVALUACION, MEDICION Y ACREDITACION;SI;SI
158527;UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA - AYACUCHO;DERECHO PENAL;SI;SI
158528;ESCUELA DE POST GRADO UNIVERSIDAD INCA GARCILAZO DE LA VEGA;MAESTRÍA EN DERECHO EN MENCIÓN PENAL - CIVIL;SI;SI
158134;UNIVERSIDAD FEDERICO VILLAREAL;GESTION MUNICIPAL Y DESARROLLO LOCAL;;NO
160581;UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS;POLITICAS Y PLANIFICACION EN SALUD;SI;SI
158541;UNIVERSIDAD ALAS PERUANAS;GESTIÓN  PUBLICA;SI;SI
158541;UNIVERSIDAD ALAS PERUANAS;GESTIÓN  PUBLICA;SI;SI
159342;UNIVERSIDAD ALAS PERUANAS;DERECHO PENAL;SI;SI
161166;UNIVERSIDAD NACIONAL DE UCAYALI;MAESTRIA EN DERECHO CONSTITUCIONAL Y ADMINISTRATIVO;;NO
161167;UNIVERSIDAD CESAR VALLEJO;MAESTRIA EN GESTION PUBLICA;;NO
160280;UNIVERSIDAD NACIONAL HERMILIO VALDIZAN;MAESTRÍA EN DERECHO CIVIL Y COMERCIAL;SI;SI
160281;UNIVERSIDAD NACIONAL FEDERICO VILLAREAL;DERECHO Y FORMACIÓN PARLAMENTARIA;SI;SI
