ID_CANDIDATO;TIPO_BIEN;VALOR
157915;TERRENO RURAL;10000
157916;TERRENO RURAL;60000
157916;TERRENO RURAL;60000
157916;PREDIO;50000
158624;INMUEBLE;150000
158624;INMUEBLE;150000
158624;INMUEBLE;150000
158624;INMUEBLE;150000
158624;INMUEBLE;150000
158624;INMUEBLE;150000
158624;INMUEBLE;400000
158624;INMUEBLE;60000
158624;INMUEBLE;60000
158624;INMUEBLE;30000
158624;INMUEBLE;20000
158624;INMUEBLE;60000
158625;INMUEBLE;6000
158625;INMUEBLE;15000
158625;INMUEBLE;35000
161472;PREDIO AGRICOLA;20000
161473;PREDIO URBANO;120000
161473;PREDIO AGRICOLA;70000
158603;CASA;0
158603;CASA;9256.76
158603;PARCELA AGRICOLA;28461.5
161555;PREDIO URBANO;20125
161555;PREDIO RURAL;25000
158414;TERRENO;25000
158415;RURAL;20866.04
161024;PROPIEDAD;30000
159319;PREDIO URBANO;154088.73
159319;PREDIO RURAL;3000
160636;DEPARTAMENTO;300000
160636;TERRENO;600000
160636;TERRENO;120000
161365;CASA;60000
160392;PREDIO AGRÍCOLA;90000
158618;TERRENO;18017
158618;TERRENO;54892
158618;TERRENO;29590
158618;TERRENO;19124
158805;TERRENO ERIAZO;178262.54
158806;RURAL;94667.51
158806;DEPARTAMENTO;189908.76
158806;ESTACIONAMIENTO;1973.96
158806;ESTACIONAMIENTO;1973.96
157918;PREDIO;25495.600000000002
157919;PREDIO;259506.38
157919;PREDIO;51088.200000000004
157919;PREDIO;3895.82
161351;CASA;496021.96
161351;CASA EN LITIGIO;0
161351;TERRENO EN LITIGIO;0
161351;TERRENO EN LITIGIO;0
161351;CASA EN LITIGIO;0
161353;CASA;101200.55
159027;CASA;30000
159027;CASA;55000
159027;CASA;5000
159027;CASA;13000
159028;CASA;33885.37
160564;CASA;37000
160564;DEPARTAMENTO;121661.98
160564;ESTACIONAMIENTO- DEPOSITO;34391.21
159489;CASA;30000
159489;CASA;20000
161899;PROPIEDAD INMUEBLE;30000
161900;PROPIEDAD;30000
159806;TERRENO;100000
159806;TERRENO;60000
159806;CASA;200000
160774;CASA;2659.18
160774;TERRENO AGRÍCOLA;2600
160774;TERRENO AGRICOLA;2500
159323;CASA;6700000
159323;CASA;350000
159323;DEPARTAMENTO;268000
159323;TERRENO AGRICOLA;335000
159323;DEPARTAMENTO;260000
159324;CASA;292000
159324;CASA;85000
160675;TERRENO;4946
161568;CASA;81963.54000000001
160208;TERRENO;80000
160208;TERRENO;10000
158069;CASA;150000
158069;CASA;75000
158069;CASA;190000
158070;INMUEBLE;23000
161189;DEPARTAMENTO;70000
161189;DEPARTAMENTO;70000
161189;DEPARTAMENTO;650000
161189;DEPARTAMENTO;650000
161189;CASA;120000
161190;CASA;0
161191;CASA;130000
161191;CASA;800000
157949;CASA;150000
157949;CASA;130000
157949;CASA;12823416
157949;DEPARTAMENTO;197000
