ID_CANDIDATO;ORGANIZACION_POLITICA;CARGO_PARTIDARIO;DESDE;HASTA
159833;MOVIMIENTO REGIONAL O DEPARTAMENTAL PRIMERO LAMBAYEQUE;PRESIDENTE;2017;HASTA LA ACTUALIDAD
159836;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL UNIDAD CHORRILLANA;REPRESENTANTE LEGAL;2009;2018
159837;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;MILITANTE;1999;2010
159838;PARTIDO POLÍTICO PERU POSIBLE;SECRETARIO REGIONAL DE  LIMA PROVINCIAS;2015;2017
159838;PARTIDO POLÍTICO PERU POSIBLE;SECRETARIO PROVINCIAL  DE YAUYOS;2009;2011
159839;PARTIDO POLÍTICO UNION POR EL PERU;COORDINADOR REGIONAL DE LIMA - CALLAO;2019;HASTA LA ACTUALIDAD
159849;PARTIDO POLÍTICO PERU POSIBLE;MILITANTE;2006;2015
159852;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO ETNOCACERISTA REGIONAL DEL CUSCO;PERSONERO TECNICO TITULAR;2013;2019
159853;PARTIDO POLÍTICO UNION POR EL PERU;SECRETARIO DISTRITAL DE BARRANCO;2018;HASTA LA ACTUALIDAD
159858;PARTIDO POLÍTICO UNION POR EL PERU;MILITANTE;2004;HASTA LA ACTUALIDAD
158726;PARTIDO POLÍTICO VAMOS PERU;MIEMBRO SUPLENTE DEL TRIBUNAL ELECTORAL;2014;2018
158727;PARTIDO POLÍTICO JUNTOS POR EL PERU;SECRETARIA NACIONAL DE PUEBLOS ORIGINARIOS;2010;2012
158728;PARTIDO POLÍTICO PERUANOS POR EL KAMBIO;MIEMBRO DEL CEN Y SECRETARIO DE ECONOMIA;2015;2015
158743;PARTIDO POLÍTICO PERU AHORA;MIEMBRO DEL PRIMER CONGRESO NACIONAL;2004;2007
158743;PARTIDO POLÍTICO PERU AHORA;SUB SECRETARIA NACIONAL DE SALUD Y ALIMENTACION;2004;2007
158630;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DISTRITAL;2009;2011
158633;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA GENERAL PROVINCIAL;2009;2011
159886;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR PROVINCIAL;2017;2018
159887;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;SECRETARIA DE ECONOMÍA;2017;2018
159888;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR PROVINCIAL - CAÑETE;2019;HASTA LA ACTUALIDAD
160553;PARTIDO POLÍTICO FUERZA POPULAR;PERSONERA LEGAL DE LA PROVINCIA DE CAÑETE;2016;2016
160553;PARTIDO POLÍTICO FUERZA POPULAR;PERSONERA LEGAL DE LA PROVINCIA DE CAÑETE;2018;2018
160554;PARTIDO POLÍTICO FUERZA POPULAR;PERSONERO LEGAL DE TUMBES;2010;2011
160555;PARTIDO POLÍTICO FUERZA POPULAR;SECRETARIO GENERAL DE LA PROVINCIA DE LIMA;2013;2019
161271;PARTIDO POLÍTICO JUNTOS POR EL PERU;SUB SECRETARÍA NACIONAL DE ORGANIZACIÓN Y MOVILIZACIÓN MACRO REGIÓN LIMA;2010;2012
161273;PARTIDO POLÍTICO MOVIMIENTO NUEVA IZQUIERDA;SECRETARIA NACIONAL DE LA JUVENTUD;2003;2007
161758;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DEPARTAMENTAL JUVENIL;1979;1981
161758;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DE OIRGANIZACION;1990;1992
160998;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIA PROVINCIAL DE HUARAL;2019;HASTA LA ACTUALIDAD
160998;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIA REGIONAL DE ECONOMIA;2019;HASTA LA ACTUALIDAD
160999;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO GENERAL REGIONAL DE LIMA PROVINCIA;2016;2019
159615;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA GENERAL DISTRITO HUAURA;2019;HASTA LA ACTUALIDAD
159616;PARTIDO POLÍTICO PARTIDO MORADO;AFILIADO MIEMBRO DEL COMITÉ DE LIMA PROVINCIA DE CAÑETE;2018;HASTA LA ACTUALIDAD
159438;PARTIDO POLITICO CONTIGO;SECRETARIA NACIONAL DE DEFENSA, ASUNTOS JURIDICOS Y DERECHOS HUMANOS;2019;HASTA LA ACTUALIDAD
159438;PARTIDO POLITICO CONTIGO;COMITE NACIONAL DE POLITICA;2017;HASTA LA ACTUALIDAD
160074;PARTIDO POLÍTICO PERU POSIBLE;SECRETARIO NACIONAL DE ASUNTOS JURIDICOS;2005;2007
160074;PARTIDO POLÍTICO PERU POSIBLE;MIEMBRO DEL CONGRESO ORDINARIO;2004;2012
159515;MOVIMIENTO REGIONAL O DEPARTAMENTAL CONCERTACION PARA EL DESARROLLO REGIONAL - LIMA;MILITANTE;2015;2019
161241;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;NINGUNO;2013;2018
158115;PARTIDO POLÍTICO RENOVACION NACIONAL;MIEMBRO DEL COMITE DEL DPTO LIMA, PROVINCIA LIMA, DISTRITO SAN ISIDRO;2004;2012
158193;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA;PRESIDENTA;2013;2018
158194;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL UNIDAD CIVICA LIMA;PERSONERO LEGAL ALTERNO;2013;2013
158195;PARTIDO POLÍTICO RESTAURACION NACIONAL;SECRETARIO NACIONAL DE JUVENTUDES;2017;2019
161750;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO NACIONAL DE IDEOLOGÍA Y CULTURA;2010;2011
161750;PARTIDO POLÍTICO ACCION POPULAR;COMITÉ NACIONAL ELECTORAL - SUPLENTE;2011;2015
157911;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INTEGRACION LORETANA;PRESIDENTE FUNDADOR;2013;2018
157911;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INTEGRACION LORETANA;REPRESENTANTE LEGAL;2013;HASTA LA ACTUALIDAD
160228;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE LORETO - MI LORETO;SECRETARIO REGIONAL DE ORGANIZACIÓN;2013;2017
161628;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SUB SECRETARIO DE ORGANIZACION PROVINCIAL DE LORETO;2002;2005
161628;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SUB SECRETARIO DE JUVENTUDES PROVINCIAL DE LORETO;2001;2002
161629;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL DE LA JUVENTUD APRISTA;2000;2004
159417;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL DEL PARTIDO MORADO;2018;HASTA LA ACTUALIDAD
159418;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO REGIONAL DE PLAN DE GOBIERNO LORETO;2019;2019
159419;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA REGIONAL DE PRO MUJER LORETO;2019;HASTA LA ACTUALIDAD
159420;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIA REGIONAL DE JOVENES MORADOS;2019;HASTA LA ACTUALIDAD
161184;MOVIMIENTO INTEGRACION LORETANA - MIL;SECRETARIA GENERAL - BASE REQUENA;2013;2015
161184;MOVIMIENTO ESPERANZA REGIÓN AMAZONAS -MERA;COORDINADORA MERA - BASE REQUENA;2017;2018
160321;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL CONTIGO BELEN;FUNDADOR;2002;2016
158850;PARTIDO SOLIDARIDAD NACIONAL;SECRETARIO PROVINCIAL;2018;2019
158850;SOLIDARIDAD NACIONAL;SECRETARIO PROVINCIAL;2018;2019
158989;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DEPARTAMENTAL DE PLANIFICACION Y DESARROLLO;2017;HASTA LA ACTUALIDAD
158990;PARTIDO POLÍTICO ACCION POPULAR;PERSONERO LEGAL TITULAR;2014;2014
158624;MOVIMIENTO REGIONAL O DEPARTAMENTAL FUERZA POR MADRE DE DIOS;DIRECTOR EJECUTIVO REGIONAL;2017;2019
158626;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INTERCULTURAL REGIONAL;PRESIDENTE;2017;HASTA LA ACTUALIDAD
158603;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;COMISIÓN ELECTORAL DE MADRE DE DIOS;2015;2019
158414;PARTIDO POLÍTICO PARTIDO MOVIMIENTO HUMANISTA PERUANO;SECRETARIO GENERAL REGIONAL;2014;2016
158414;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;COORDINADOR POLÍTICO REGIONAL DE MADRE DE DIOS;2017;2019
158415;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO DE ORGANIZACIÓN DEL COMITÉ REGIONAL DE MADRE DE DIOS;2019;2019
158415;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;CANDIDATO A ALCALDE PROVINCIAL DE TAMBOPATA;2018;2019
160636;MOVIMIENTO REGIONAL O DEPARTAMENTAL ALIANZA LIBERTAD MADREDIOSENSE;PRESIDENTE;2017;HASTA LA ACTUALIDAD
160637;MOVIMIENTO REGIONAL O DEPARTAMENTAL ALIANZA LIBERTAD MADREDIOSENSE;SECRETARIO GENERAL;2017;HASTA LA ACTUALIDAD
158805;PARTIDO POLÍTICO ACCION POPULAR;PERSONERA LEGAL TITULAR MOQUEGUA;2018;2018
158805;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA GENERAL DEPARTAMENTAL MOQUEGUA;2017;2019
157919;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;COORDINADOR PROVINCIAL;1999;2001
157920;PERÚ AHORA;SECRETARIO GENERAL DEL COMITE REGIONAL;2004;2007
161351;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO NACIONAL COLEGIADO TRANSITORIO;1993;1993
161351;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO NACIONAL DE ADMINISTRACION Y ECONOMIA;1992;1993
159029;PARTIDO POLÍTICO MOVIMIENTO NUEVA IZQUIERDA;SECRETARIA NACIONAL DE LA JUVENTUD;2010;2012
160563;PARTIDO POLÍTICO FUERZA POPULAR;MILITANTE;2009;HASTA LA ACTUALIDAD
160773;PARTIDO POLÍTICO PERU LIBRE;SECRETARIO DE ORGANIZACIÓN;2017;2018
159324;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO REGIONAL DE MOVILIZACION DE LIMA METROPOLITANA;2015;2019
161567;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DE ORGANIZACION;1980;1985
161567;PARTIDO POLÍTICO PROYECTO PAIS;COORDINADOR NACIONAL;1998;2001
161568;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE;2007;2007
158070;MOVIMIENTO REGIONAL O DEPARTAMENTAL AVANCEMOS POR LA UNIDAD Y LA GRANDEZA;SECRETARIO DE ADMINISTRACIÓN;2010;2011
158071;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO LIDER  - LISTA DE INTEGRACION PARA EL DESARROLLO REGI;SECRETARIA GENERAL;2018;2018
158071;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO LIDER  - LISTA DE INTEGRACION PARA EL DESARROLLO REGI;SECRETARÍA DE CULTURA, DEPORTES Y RECREACIÓN;2013;2014
157951;ALIANZA ELECTORAL ALIANZA PARA EL PROGRESO DEL PERU;RESPONSABLE DE JÓVENES  - JOVENES PASCO;2017;2018
160958;MOVIMIENTO REGIONAL O DEPARTAMENTAL FRENTE ANDINO AMAZONICO;SEC DE ORGANIZACIÓN;2017;2019
158307;MOVIMIENTO REGIONAL O DEPARTAMENTAL PASCO VERDE;CONSEJERO REGIONAL;2014;2018
161768;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DE ORGANIZACIÓN DEL PARTIDO APRISTA PERUANO;2014;2017
161768;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL DEL DISTRITO DE YANACANCHA;2009;2012
158313;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIA NACIONAL DE LA MUJER Y DESARROLLO SOCIAL;2015;2017
158313;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIA NACIONAL DE INTEGRIDAD NACIONAL;2017;HASTA LA ACTUALIDAD
161470;MOVIMIENTO REGIONAL O DEPARTAMENTAL PASCO DIGNIDAD;PERSONERO;2012;2019
160694;PARTIDO POLÍTICO ACCION POPULAR;DIRIGENTE DEPARTAMENTAL;2017;2019
160700;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA PROVINCIAL;2007;2019
157924;PARTIDO POLÍTICO PARTIDO NACIONALISTA PERUANO;COORDINADOR REGIONAL;2012;2014
157924;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;COORDINADOR REGIONAL;2019;2019
157926;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLITICO PROVINCIAL;2017;HASTA LA ACTUALIDAD
157928;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE POLÍTICO;2014;2018
158239;PARTIDO POLÍTICO DEMOCRACIA DIRECTA;REGIDOR;2019;HASTA LA ACTUALIDAD
159795;PARTIDO SOCIALISTA DEL PERU;SECRETARIO DE PRENSA  Y PROPAGANDA;2005;2014
159796;ALIANZA ELECTORAL FRENTE AMPLIO REGIONAL;MILITANTE;2019;2019
160571;PARTIDO POLÍTICO FUERZA POPULAR;COORDINADOR REGIONAL DE JUVENTUDES;2015;2016
160571;PARTIDO POLÍTICO FUERZA POPULAR;COORDINADOR REGIONAL DE JUVENTUDES;2015;2016
160395;PARTIDO POLÍTICO PARTIDO SOCIALISTA;DIRIGENTE NACIONAL;2004;2007
160395;ALIANZA ELECTORAL IZQUIERDA UNIDA;COMISION CAMPESINA;1981;1990
161822;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL REGIONAL DE PIURA;2018;HASTA LA ACTUALIDAD
161824;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA TECNICA ELECTORAL - PROVINCIA DE TALARA;1993;1997
161824;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;PRESIDENTE DE LA COMISION DE PLANIFICACION PROVINCIA DE TALARA;1998;2001
161826;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO DE ORGANIZACION;2015;HASTA LA ACTUALIDAD
158142;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO REGIONAL DE ORGANIZACION;2019;2019
158144;MOVIMIENTO REGIONAL O DEPARTAMENTAL INNOVACION Y DESARROLLO REGIONAL;SECRETARIO GENERAL;2013;2015
158144;MOVIMIENTO REGIONAL O DEPARTAMENTAL INNOVACION Y DESARROLLO REGIONAL;REPRESENTANTE LEGAL;2013;2014
158145;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIA PROVINCIAL DE LA MUJER;2019;2019
158148;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIA DE COMUNICACIONES;2019;2019
160933;PARTIDO POLÍTICO PARTIDO MORADO;FUNDADORA;2017;HASTA LA ACTUALIDAD
160933;PARTIDO POLÍTICO PARTIDO MORADO;TESORERO DESCENTRALIZADO;2018;HASTA LA ACTUALIDAD
160934;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL UNIDAD VECINAL CASTELLANA;REGIDOR DISTRITAL;2010;2011
160936;PARTIDO POLÍTICO PARTIDO MORADO;COORDINADOR REGIONAL DE FIRMAS - PIURA;2016;2018
160936;PARTIDO POLÍTICO PARTIDO MORADO;COORDINADOR PROVINCIAL;2017;2018
160968;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;MIEMBRO DE COMITÉ;2005;2010
160968;MOVIMIENTO REGIONAL O DEPARTAMENTAL UNION DEMOCRATICA DEL NORTE;SECRETARIO REGIONAL Y FUNDADOR;2013;2015
161616;PARTIDO POLÍTICO PARTIDO SOCIALISTA;DIRIGENTE;2003;2004
159325;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIA DE LA MUJER;2016;2019
159325;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;P. SUB SECRETARIA NACIONAL MUJER - NORTE;2003;2006
159326;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO GENERAL REGIONAL;2018;HASTA LA ACTUALIDAD
159330;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIA FORMACIÓN Y CAPACITACIÓN;2019;2019
158087;MOVIMIENTO REGIONAL O DEPARTAMENTAL UNIDOS CONSTRUYENDO;AFILIADO;2006;2011
158088;PARTIDO POLÍTICO PERU POSIBLE;MILITANTE;2002;2017
159282;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;COMITÉ EJECUTIVO NACIONAL DIMENSIÓN DEL ESTADO;2004;2010
159282;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL SEGURIDAD Y PROSPERIDAD;PRESIDENTE;2018;HASTA LA ACTUALIDAD
159286;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO REGIONAL SEGURIDAD Y PROSPERIDAD;SECRETARIA GENERAL PROVINCIAL;2018;2019
161001;PARTIDO POLÍTICO UNION POR EL PERU;COORDINADOR PROVINCIAL TALARA;2018;2019
161006;MOVIMIENTO REGIONAL O DEPARTAMENTAL REGION PARA TODOS;MILITANTE;2015;2018
161007;PARTIDO POLÍTICO UNION POR EL PERU;SECRETARIO REGIONAL PIURA;2016;2019
161007;PARTIDO POLÍTICO UNION POR EL PERU;MIEMBRO DEL COMITÉ DIRECTIVO NACIONAL;2014;2019
160758;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;MILITANTE;2007;2019
160760;PARTIDO POLÍTICO DEMOCRACIA DIRECTA;MILITANTE;2017;2018
160763;MOVIMIENTO REGIONAL O DEPARTAMENTAL REGION PARA TODOS;MILITANTE;2018;2019
160351;PARTIDO POLÍTICO ACCION POPULAR;PRESIDENTE DEL COMITE ELECTORAL PUNO;2017;2018
160352;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA DE ACCIÓN POLÍTICA DE LA MUJER;2017;2019
160352;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA PROVINCIAL DE YUNGUYO;2010;2012
157931;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;RESPONSABLE REGIONAL PUNO;2019;HASTA LA ACTUALIDAD
157957;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIO PROVINCIAL DE SAN ROMAN;2019;2019
161078;PARTIDO POLÍTICO AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL;COORDINADOR REGIONAL;2017;HASTA LA ACTUALIDAD
161082;PARTIDO POLÍTICO AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL;CONSEJERA REGIONAL;2007;2010
160654;PARTIDO POLÍTICO DEMOCRACIA DIRECTA;COORDINADORA REGIONAL PUNO;2018;2019
161070;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR REGIONAL DE PUNO;2016;2018
161070;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADOR PROVINCIAL SAN ROMAN;2014;2015
161071;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COORDINADORA PROVINCIAL DE PUNO;2019;HASTA LA ACTUALIDAD
161074;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO DE INTEGRACION POR EL DESARROLLO REGIONAL (MI CASITA);SECRETARIO DE ORGANIZACION;2015;2019
160576;MOVIMIENTO REGIONAL PICO - PUNO;SECRETARIO DE ORGANIZACIÓN REGIONAL;2014;2016
160580;FUERZA 2011;PRESIDENTA DEL COMITÉ DE DAMAS;2011;2011
161989;MOVIMIENTO REGIONAL O DEPARTAMENTAL PROYECTO POLITICO AQUI;SUB SECRETARIO DE IDEOLOGIA;2010;2015
161993;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;PERSONERO LEGAL ADJUNTA;2016;2016
161884;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL PROVINCIAL AZANGARO;2016;HASTA LA ACTUALIDAD
161885;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL COLEGIADO;2018;2018
160332;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO GENERAL REGIONAL;2019;HASTA LA ACTUALIDAD
160316;PARTIDO POLÍTICO PARTIDO MORADO;FUNDADOR;2017;HASTA LA ACTUALIDAD
160316;PARTIDO POLÍTICO PARTIDO MORADO;MIEMBRO DEL COMITÉ EJECUTIVO NACIONAL;2017;HASTA LA ACTUALIDAD
159445;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO DE INTEGRACION POR EL DESARROLLO REGIONAL (MI CASITA);SECRETARIO DE PRENSA Y PROPAGANDA;2015;HASTA LA ACTUALIDAD
159449;PARTIDO POLÍTICO PARTIDO POLITICO ADELANTE;SECRETARIO GENERAL;2005;2010
159449;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO DE JUVENTUDES;1978;1981
160642;PARTIDO POLÍTICO PERU LIBRE;SECRETARIO GENERAL REGIONAL;2018;HASTA LA ACTUALIDAD
160289;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIO DE ASUNTOS ELECTORALES;2018;2019
158838;PARTIDO POLÍTICO PERU NACION;COORDINADOR REGION PUNO;2018;HASTA LA ACTUALIDAD
158838;PARTIDO POLÍTICO PERU NACION;CANDIDATO A ALCALDIA PROVINCIAL;2018;2018
158969;MOVIMIENTO REGIONAL O DEPARTAMENTAL SOMOS PUEBLO;FUNDADOR Y PRESIDENTE;2015;HASTA LA ACTUALIDAD
159968;MOVIMIENTO DE INTEGRACION POR EL DESARROLLO REGIONAL (MI CASITA);SECRETARIO GENERAL REGIONAL;2015;HASTA LA ACTUALIDAD
159968;MOVIMIENTO DE INTEGRACIÓN POR EL DESARROLLO REGIONAL (MI CASITA);REPRESENTANTE LEGAL;2017;2019
160211;PARTIDO POLÍTICO FRENTE ESPERANZA;DIRIGENTE;2016;2017
161149;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO NACIONAL REGIÓN ORIENTE;1993;1995
161149;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIO GENERAL DEPARTAMENTAL;1990;1992
161151;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA DE CAPACITACIÓN Y BIENESTAR SOCIAL- COMITÉ POLÍTICO  PROVINCIAL TRANSITORIO;2016;2018
161277;PARTIDO POLÍTICO EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD;COMISIÓN POLÍTICA NACIONAL;2017;HASTA LA ACTUALIDAD
158582;PARTIDO POLÍTICO FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP;SECRETARIO GENERAL DEL DEPARTAMENTO DE SAN MARTIN;2016;2018
160585;ORGANIZACIÓN POLÍTICA LOCAL DISTRITAL CASERIOS PARA EL TRABAJO;PERSONERO LEGAL;2010;2011
160586;PARTIDO POLÍTICO FUERZA POPULAR;CANDIDATA  A  LA ALCALDIA DE CHAZUTA;2018;2018
161797;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA GENERAL JAP SAN MARTIN;2005;2007
161797;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIA DE JUVENTUDES - SAN MARTIN;2008;2011
159463;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL REGIONAL;2015;2019
159464;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL PROVINCIAL SAN MARTÍN;2019;2019
159464;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO DE TALENTOS PROVINCIAL SAN MARTIN;2019;2019
158997;PARTIDO POLÍTICO UNION POR EL PERU;CANDIDATO A ALCALDE PROVINCIAL;2018;2018
158691;ORGANIZACIÓN POLÍTICA LOCAL PROVINCIAL PROYECTO VECINAL;FUNDADOR, REPRESENTANTE LEGAL, SECRETARIO GENERAL;2010;2011
161558;PARTIDO POLÍTICO FUERZA POPULAR;SECRETARIO PROVINCIAL;2014;2015
158122;MOVIMIENTO REGIONAL O DEPARTAMENTAL ACCION REGIONAL;PERSONERO LEGAL;2018;2018
160163;PARTIDO POLÍTICO ALIANZA PARA EL PROGRESO;SECRETARIO DISTRITAL DE NUEVA CAJAMAARCA;2007;2013
161370;PARTIDO POLÍTICO ACCION POPULAR;PERSONERO LEGAL - TARATA;2014;2014
161370;PARTIDO POLÍTICO ACCION POPULAR;PERSONERO LEGAL - TACNA;2018;2018
161588;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL DE LA JAP ILO;1980;1981
161589;PARTIDO POLÍTICO PARTIDO APRISTA PERUANO;SECRETARIO GENERAL EL COMITÉ EJECUTIVO DISTRITAL;2013;HASTA LA ACTUALIDAD
160304;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR AYMARA QUECHUA AMAZONENSE;FUNDADOR;2014;2015
160304;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR AYMARA QUECHUA AMAZONENSE;SECRETARIA DE LA JUVENTUD;2014;2015
160305;PARTIDO POLÍTICO PARTIDO DEMOCRATICO SOMOS PERU;SECRETARIO REGIONAL;2014;HASTA LA ACTUALIDAD
161373;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO GENERAL REGIONAL;2019;HASTA LA ACTUALIDAD
161375;PARTIDO POLÍTICO PARTIDO MORADO;SECRETARIO PROVINCIAL;2017;2019
159376;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POPULAR AYMARA QUECHUA AMAZONENSE;FUNDADOR;2014;2015
159436;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIA DE ASUNTOS ELECTORALES;2015;2016
159436;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;SECRETARIA DE ASUNTOS DE ORGANIZACION;2017;HASTA LA ACTUALIDAD
159476;PARTIDO POLÍTICO UNION POR EL PERU;MIEMBRO DEL COMITE EN JULI;2005;HASTA LA ACTUALIDAD
159477;PARTIDO POLÍTICO FUERZA DEMOCRATICA;MIEMBRO DEL COMITE EN TACNA;2004;2007
159876;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO POLITICO REGIONAL EL AGUA;SECRETARIO DE ACTAS Y ARCHIVO;2010;2011
160640;PARTIDO POLÍTICO ACCION POPULAR;SECRETARIA GENERAL DEPARTAMENTAL TUMBES;2014;2016
