ID_CANDIDATO;ORGANIZACION_POLITICA;CARGO_ELECCION;DESDE;HASTA
161506;MOVIMIENTO REGIONAL O DEPARTAMENTAL POR TI CALLAO;CONSEJERO REGIONAL;2019;HASTA LA ACTUALIDAD
158935;MOVIMIENTO REGIONAL O DEPARTAMENTAL POR TI CALLAO;REGIDOR PROVINCIAL;2015;2018
159211;PARTIDO POLÍTICO PARTIDO POPULAR CRISTIANO - PPC;ALCALDE DISTRITAL;2015;2018
158911;PARTIDO POLITICO POR EL GRAN KAMBIO;CONGRESISTA DE LA REPÚBLICA;2011;2016
157958;PARTIDO POLÍTICO FUERZA POPULAR;CONGRESISTA DE LA REPÚBLICA;2016;2019
158132;ALIANZA ELECTORAL CHIMPUM CALLAO;ALCALDE PROVINCIAL;2015;2018
158132;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO;ALCALDE PROVINCIAL;2011;2014
158133;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO;REGIDOR DISTRITAL;2011;2014
158133;ALIANZA ELECTORAL ALIANZA POPULAR;REGIDOR PROVINCIAL;2015;2018
158134;PARTIDO POLÍTICO VAMOS PERU;REGIDOR PROVINCIAL;2015;2018
158134;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE CHIMPUM CALLAO;REGIDOR PROVINCIAL;2011;2014
161655;PARTIDO POLÍTICO ACCION POPULAR;REGIDOR PROVINCIAL;2019;HASTA LA ACTUALIDAD
161656;MOVIMIENTO REGIONAL O DEPARTAMENTAL INTEGRANDO UCAYALI;REGIDOR PROVINCIAL;2015;2018
161267;MOVIMIENTO REGIONAL O DEPARTAMENTAL MOVIMIENTO INDEPENDIENTE REGIONAL CAMBIO UCAYALINO;REGIDOR PROVINCIAL;2015;2018
159311;MOVIMIENTO REGIONAL O DEPARTAMENTAL UCAYALI REGION CON FUTURO;REGIDOR PROVINCIAL;2011;2014
160702;MOVIMIENTO REGIONAL O DEPARTAMENTAL TODOS SOMOS UCAYALI;REGIDOR DISTRITAL;2015;2016
